"sentiment","tweet"
"negative","just outta hospital, see myself bac in there 2day tho "
"negative","ah Family Guy, softens the blow of work tmrw "
"negative","oh well i guess its time to end my day........really depressed right now  GOOD NIGHT TWITTER!!"
"negative","I just found out Richard Armitage is ALSO leaving Robin Hood NOOOOOOO  Why?? And I missed last nights episode "
"negative","missing the beach and the parties "
"negative","'twas thunder ... and hail ... in June! "
"negative","not getting enough sleep will ruin your life!! "
"negative","Ok, we're almost to $3 again for gas. Not cool. "
"negative","Have to make it a habit to practice piano everyday. Or else I'll make lots of mistakes at the anniversary of my grandparents when I play "
"negative","i want NetApp to win, although it'll be hard to beat an all cash offer: http://twitzap.com/u/IyY greedy EMC already owns VMWare "
"negative","Please dont  lol"
"negative","My phone keeps eating my sims games "
"negative"," harley told me here b-day is on the 17th of nov !!!! omdz"
"negative","@heyheybeth I can't keep it pg sorry  @audaciousaubrie you better love me"
"negative","my insides are hurting....miss you...  "
"negative","its up!!!! bad quality.  ohh well"
"negative","Nevermind...apparently i can't short sell $GM "
"negative","Today basically sucked all around. Such a bad,foul mood.  Ugh ugh. At least my BWE boyfriend's CD came today. Yay. &amp; interview tomorrow..."
"negative","nothing to do but still no time for anything... "
"negative","has some won, so i'm going to the Korean store to go buy some edible mysteries. No stoves in the dorm means that I can't buy real food "
"negative","#Air France my heart just breaks for those families  2 bodies found"
"negative","oh man i have an exam on monday, tuesday oh and on wednesday urghhhh "
"negative","@pmargosian I'm really upset about the whole situation  since u tweet, u should takeover their twitter acct. (pwease?..) LOL"
"negative","@JamesPMorrison Walking on the road in the dark in Russia is very dangerous by reason of poor quality  &quot;they don't care about us&quot; (c) M.J."
"negative","because everyone is old they're hitting the bar, and I'm in the foodcourt eating ice cream.  lol"
"negative","oh poo. threw away the cricket "
"negative","Resting after doing reports...I have a sore throat and ears.  Here we go again! "
"negative","@GetLowTaylor yesssss. consuming one mind at a time! i miss you brah "
"negative","mad that i cant attend the glaminars "
"negative","is realllly bored "
"negative","@alcoholism bb.  *hugs*"
"negative","Is waiting for a tow "
"negative","@aryanmaine aw ya geordan hasnt texted me at all today "
"negative","I have decided that I need to start working out, I feel like an unhealthy slob approximately 96% of the time. "
"negative","is mourning David Carradine... "
"negative","@ItsJustMe_ He never mentioned amaeballs!  The moment has passed. Sad."
"negative","@billyfung So sad  What if they are all stranded on an island like in LOST? There were children and babies on that flight, too "
"negative","boo... my throat feels funny... "
"negative","@Amanda2610 I will miss the next couple of Tutorials as I am going to be abroad for those i think. "
"negative","God damn, I've had to make some judgement calls over what is and what isn't an insult but I think so far only 12  @UndeadDoG @Astro_nit"
"negative","@brettcarlson really? boohoo "
"negative","Bored at work "
"negative","wat's up ya'll i didnt tweet all day because my day hasnt been very eventful. "
"negative","It smells like lucas in this room. Omg I miss him so much already! "
"negative","@jenwithpinktoes You're sooo lucky! You get to go to bed with imaginary boyfriends "
"negative","At the @mfah and the line is ginormous. I may bail on this if we don't move quickly "
"negative","@mikestopforth bummed to be missing your talk today dude  hope there's a vid though! all the best!"
"negative","dog just farted  so bad....."
"negative","is a little worried as one of my oldest &amp; closest friends in going into hospital for Open heart surgery this afternoon,  x"
"negative","ouchy.. my teeth "
"negative","@Rpattzson pretty scary...did you get to keep your dazzle or did they search you "
"negative","On the way to southern Iowa - my iPhone doesn't work there  Good thing I actually like the place!"
"negative","@jennilind jimmy fallon took over conan's old show, stupid jay leno is gonna have a show on at 10:00pm... "
"negative","@mea_86 ohh.... well i feel dumb... played "
"negative","I can't do the three-legged race because my leg is still weak from when they took out bone marrow a while ago "
"negative","Is off to work now... Hope it won't get too messy there "
"negative","@lalasarah ohh my god I want to go seriously so bad, but Lauren is babysitting tonight I think!and everyone has like grad parties tonight "
"negative","I've got a headache  night everyone."
"negative","Sick  I want soup"
"negative","working from home "
"negative","@Boydian So you don't have swine flu?  Why did you have to watch it 27 times? What was it about?"
"negative","@SarahWisbey  Sorry to hear *hugs*"
"negative","@Jonasbrothers WHY DO YOU DO THEM THURSDAY?!please do them on a different day next time, i'm busy every thursday,meaning i miss them "
"negative","@xdidi I know what you mean xoxo poor Chuck  That's why we fall for guys like him"
"negative","i have just got up, still very tired  want's to go out somewhere good today tho"
"negative","'tis such a lonely night.. im tired of going to bed alone  want to cuddle?"
"negative","20past 7 is WAY too early to be up on a Sunday.. "
"negative","Yay Star Trek is trending again. Lve itr. Just got done DS9 S7 E3. Love GARAK. He rocks. Ezri is Meh tho. I Miss Jadzia in S7 "
"negative","@thegreenavenger "
"negative","@cattdazzle:  Can you share the casting director info and address for Eclipse? They took it down before I could get it "
"negative","@jbuff5clock Honestly? I fell tonight &amp; I have cuts all over my knees &amp; face.  And you? LOL!"
"negative","Just about to clean my hand  I have to scrub it wid a soapy wash cloth  "
"negative","Found the perfect dress  I am after only to discover it is no longer available in my size. Damn it. "
"negative","this episode of cheaters is making me feel SO bad for this girl "
"negative","@matty_clark @bryangwin you guys need to come back to socal again. it's been foreverrrr!! "
"negative","Lost to @rrradiogirrrl damnit  now some wii fit !"
"negative","@JasonBradbury Ace weather, pity I'm stuck in the office today!  I hope you had some high factor on! ;-)"
"negative","@AjaOnVinyl awww, i'm sorry "
"negative","should really study "
"negative","Dear God,  You must think yourself a very funny man, huh?.. "
"negative","misses his girly..  "
"negative","@Spinterlona terima kasih :* too bad i'll miss most of the finnish bbs' game "
"negative","@afreshmusic oh i want some ice cream "
"negative","I'm awake  banned myself from twitter to attempt to help me revise :/ I have 1 hour 30 minutes to teach myself the whole course :S"
"negative","@jakemoney  Join the club, buddy!  I haven't been able to stop eating since somewhere around May 17th.  "
"negative","I'm in work bored, as usual!!! I'm drinking coffee and wishing I was in Florida!! "
"negative","missing my oma today  bit emo."
"negative","Tired. Bed. Now. One more day here then we head back to the real world "
"negative","gprof problem on Mac  why ??"
"negative","rrrrrrrr im going to bed cos im annoyed now "
"negative","does anyone know the average apartment rental cost in Stockholm Sweden...or in the surrounding cities??Having trouble finding information "
"negative","Signing Out. So tired  whattah day"
"negative","@andyclemmensen i was ment to come but fucking hell no one over 18 wanted to come with me  so i am pissed off that i dont get to see u!!"
"negative","A week and two broken tent poles later and camping is over. "
"negative","@amourepropre ...i still dont see it  "
"negative","@BrownBeauty89 damn he got a date before me or dwight  lol have fun"
"negative","@MLovegrove I'd hook you up, because that's what I do, but I do not have a single male friend that equals your greatness "
"negative","@iba_o  i don't even know anymore "
"negative","Grr, being sick sucks bad, i haven't got to read the twilight series again like i wanted. im still not even halfway through new moon "
"negative","Stuck at home for another day .... Damn this sickness! "
"negative","i wish i was gonna have a crazy, adventourous, random, scandalous weekend  fuck being grounded..."
"negative","@beckie0  I understand how frustrating it is! Sometimes it's good to rant. Glad to have seen your video on Youtube, it was really amazing."
"negative","@Djalfy I suppose it's too late to tell him Happy Birthday!    "
"negative","I feel like crap. I wish I knew someone understood my symptoms and fertility issues. Ughhhh. I'm in so much pain and I'm so sad "
"negative","sad shes missing the crab cook off in Ocean City, MD.  First of many events I will miss.  "
"negative","At the Omni Parker House waiting for the all day ERM/CIE Directors retreat to begin. Joy. PS Tweets today may be under duress. Ugh. "
"negative","thinking of moving all my Oracle playground VM's to Amazon EC2... Too bad they don't support RAC  ok... time to leave the office"
"negative","Sitting in my car like foo foo the damn clown "
"negative","I dont know "
"negative","just got home. phones not working  time for bedddd."
"negative","@iamkermee you have all the luck at the moment, my sympathies "
"negative","Guy coming to see my car is late "
"negative"," Vacation's over already... Back to work tomorrow. But the next thing to look out to is NYC in September!!"
"negative","@gulpanag only feature i like abt 3.0 so far is Cut-Cpy-Paste and landscape keyboard for txt'ing...no MMS support yet in US "
"negative","man i want an iphone SO SO bad!! i wish they weren't so expensive "
"negative","sad assembly  next block"
"negative","i really wanna smoke out someone right now but no ones awake "
"negative","I am sat at home bored "
"negative","@ilovelaurajane oh noes! so there's no chance of me seeing it til the dvd release? UNFAIR!!! "
"negative","@FilmFreakFranco javier!!! i need you to explain twitter to me. im cornfused. "
"negative","Working on the lawn mower "
"negative","soooo bored it aint funny. "
"negative","Paige to horseback riding and Kevin to physical therapy.  No pool today. "
"negative","I would like to skip my swedish class today "
"negative","@jsusgrl haha me too! wish we got more material to analyze "
"negative","i miss u logan were r u these days... come and save me.......... "
"negative","Time to cry "
"negative","@jicasiano Well, I am mature, but I also thrive on the physical connection. I've had a long distance relationship before &amp; it wasn't fun "
"negative","I know i don't have any followers  but i'm at ags. First tweet is exciting. Not."
"negative","@williamyan my bad man i totally misread this ARG "
"negative","sammy sammy what the hell is going with you? "
"negative","@dammitdaniel DANIEL! Why have you not visited me yet? "
"negative","My tummmy is acting funnny ahhhhh "
"negative","I think we lost @sarahockler  #20BoySummer"
"negative","Verdict: transformers was a bust. "
"negative","I want @RenzoMusic here for my birthday this weekend "
"negative","@SaSsyRedd no I'm just saying it's me up here by myself u said u didn't care but I don't feeel loved "
"negative","I'm thinking about bagging out on twitter; I mean seriously I can't keep up with multiply, /., facebook, and here "
"negative","@ashcray saaaave me! All I'm asking for is a bath &amp; and target "
"negative","@alina21 NOOOOOOOO!  ooh so what happened?"
"negative","@paperheat i want frozen yoghurt too "
"negative","just in this moment it hurts "
"negative","Misguided attempt to start convo about Leeds barcamp reaching out to teens has left me feeling frustrated with myself. Excess enthusiasm. "
"negative","@OrangeGene I know  How are you my orange friend? A big *RUMBLEcuddle* to you, and I hope you're well."
"negative","@cyph0r I can't eat durians tho I would love to, I get huge headaches once I start eating  I never really thought abt other ctries' supply"
"negative","cant find my thick grey socks  and the heaters still bein held hostage so iv taken 2 stuffin a hottie up my top ..i look preggo but hey.."
"negative","@Dclax have fun on your trip my Partna Dem!!  You sure you can't stuff me in your suit case??       positive???  V.I needs me!!"
"negative","is back live on stickam.. but feeeel like dying as i've had zilch sleep "
"negative","@weelula thought you might like that. no response though "
"negative","im fill a little better yay pian in my fucking chest  love you so much matt XD"
"negative","@sportsmasseuse I miss my boo already "
"negative","@Mark_Martin I tell my cousin that the day she learns to vote on anything, I'll discuss politics with her; she refuses fear of jury duty. "
"negative","@ohmankristina It's my fault, I'm sorry "
"negative","@Mollotova i was going to cal you  i'm not going to be able to cuz i close tonight and open tomorrow i'm real sorry But i'll have present"
"negative","A simply, sad but true statement: Apple's DVD Drives and the DVD-player software are total CRAP!! "
"negative","It is waaaaaay too early and im at work "
"negative","is bored...bored bored bored bored bored and is STILL doing referencing! where is distraction when you want it? "
"negative","Getting  glasses today "
"negative","tircd doesn't seem to like ae ao oe "
"negative","Its almost 11 and i cant fall asleep  .:*peachy*:."
"negative","looks like rain! "
"negative","@keza34 lmfao i have done, but they sed its not there fault "
"negative","I am impatient. Its that simple. im just impatient... "
"negative","I'm hungry  wonder if bw3 is over crowded ."
"negative","but must wait for train to get home. btw I am the worst typer on the iPhone keyboard "
"negative","shit i have to go 2 work soon  don't wanna work in this heat. spesh wen its like 80deg in ma work."
"negative","hey!! everybody... / im fuckin hungry!!!! "
"negative","Excited to see the girls today; @takinakab its boring at work without you "
"negative","No laptop for two weeks   Will miss lots of tweets.  Having the shakes already"
"negative","my ipod just broke. i bought it w my own $. "
"negative","Eating ice cream. Too bad it's not hot outside, so it's no use "
"negative","ZOMG i was just rubbergloved at the airport on suspicion of swine flu "
"negative","@hayashi_hoshi sucks!  (I must admit I haven't seen that movie though) I wish I had something better to say, but I don't quite &gt;&lt;"
"negative","iTunes Store now says &quot;Download all free updates&quot;... haha, get ready for those paid updates "
"negative","I now despise all capable and organised people. Not really despise, at all, actually, I just fail so miserably at all this stuff "
"negative","Did some wedding thinking today and are less sure about the details now "
"negative","@freekyzeeky wait, you didn't test me with brit lyrics "
"negative","hmm, rainy weekend, how nice... "
"negative","@deanomarr what you read what ??? **crying** I've not said anything bad about you ??? "
"negative","Someone do my nails for me please! "
"negative","@mytvnetwork pfft you do to to @jojo_jtv but never to me "
"negative","@jaguarjulie way too young, I mean  (pressed return too early!)"
"negative","@AlexAllTimeLow nooooooooo!  i really wanted to go see you !"
"negative","in pain just got my 2 wisdom teeth removed "
"negative","I cant think of anything to write this book on. Cool i did alyssas &amp; now i cant do mine "
"negative","Am awake ( sort of) after bad, unsettled night. Antibiotics and methorexate not a good mix "
"negative","Backk Homee... Tiireeeddd!!  X"
"negative","Day 8  so far so good"
"negative","@CJPNT You should be following #E3 come back to twitter "
"negative","i want to go on warped tour  whyy do i have to live in australia?"
"negative","@trayceee WHAT! but i have to workk "
"negative","@K8lyn333 twitter tends to do that to us "
"negative","@djIED Argh I know  But it also finally means that my sleeping habits will conform to what society considers 'normal'. Am nocturnal here."
"negative","@wendywings  meringue has always reminded me of calf slobber  :O  Sorry 4 the visual Wendy, @texanoutofwater and all.    Heat getting 2 me"
"negative","@Hend_xo sortaaa, bend, exams, friends on some yt peeps .. "
"negative","Got bitten by a red ant or fire ant or whatever they're called! It stung and itched and everything all at the same time! Not very nice. "
"negative","The economy can kiss my ass. "
"negative","awwwwwww my bf is depressed "
"negative","@brienis: It's not real   John Krasinski is not on Twitter. It's a fake account."
"negative","#smx so bummed I cannot be there ... next year   Hope to read a lot of great tweets about things though!"
"negative","Feeling queezy "
"negative","@Masterface I want my silly, silly show back with the lovely people on the cast commentaries. "
"negative","The Half Pipe: New cinema idea with luxury beanbags from Hoyts. Not in Sydney though  http://tinyurl.com/qvmzfc"
"negative","@jeff_lamarche @rentzsch via @c4 had Sep25-27, but 360idev conf is the same weekend, maybe an optimistic hope they would move it earlier. "
"negative","@HarrietteJ Will miss you once you've moved. Can't believe the day is almost here "
"negative","things getting difficult, it's not the same anymore... "
"negative","Just got back from my early workout. now getting ready for service. still sleepy weather "
"negative","@wenndyy I also dont want to cut. But if I dont cut, Tong will kill me. And if I die, i will not have both money and love "
"negative","@KrissiLoud OMG, I did and I could feel my entire esophagus and stomach and then it gave me heart burn for a minute, that part sucked. "
"negative","@Kwan141 Ok trackball is all the way out the phone and spokes broken "
"negative","@mommagoth just my big toes... seriously "
"negative","going for a haircut tonight... cos last night someone mistake me for a gal... "
"negative","My team lost  Sad feelings happening inside... but anyways, go get JB's new album tomorrow!! DO IT!"
"negative","Hey Keeeeely, is it?! You're the only one following me  So this is for you: Hi"
"negative","This is a bumpy a$$ flight "
"negative","Tools are down. Tony is sad. "
"negative","Didn't know I couldn't search for tickets in 2 separate windows. I lost 2 VIP floor tickets bc of it. Can't find any good seats now... "
"negative","@sorrybtr and @dpad13 I just RSVP'd you guys for the party you said you'd go to with me this Saturday night. Don't make a liar outta me "
"negative","at garage with S. thinking how typical it is that the nice weather has gone away for the weekend. should be back Monday! "
"negative","@kimbarweee i'm gutted tooo kimmmm "
"negative","IBM's nonperma link &quot;feature&quot; just hit me again - cannot see the information and cannot get back to the one who sent it to me "
"negative","doing laundry and cleaning house, no sun just clouds "
"negative","Hayfever attack! Looks like I've got to get back on the Flixonase again "
"negative","Sad to see Mr Gokey go home tonight "
"negative","Came home 3 1/2 hours ago have been slepping untill now... Now my eyes hurt "
"negative","Been on the road for an hour now - still nowhere close to Brenham  Cant wait to get home and get some Blue Bell!!!!"
"negative","@do0dlebugdebz  Ahhhhh! Joey  Nice one. I miss him."
"negative","@queenofblending I would give anything for a healthy pregnancy me ad hubby lost our first this month trying again in a couple months "
"negative","Poltergeist! In my house "
"negative","#iremember The ending of the Bones Season 4 finale  'who are you?' I mean c'mon are you trying to make me break down ?"
"negative","@DescalzaDiary I'll be hitting 48 hrs no sleep in about 2 hrs.... Your sleeping habits can't be any worse than mine "
"negative","restless . . . so tired "
"negative","made it to 9 without calling... again "
"negative","i think i should start on my SRP that we got 5 months ago, rather than just decorate the cover. "
"negative","the weather is so nice! i wish i could be outside but i need to revise "
"negative","Let me know how your wrist is doing.  Have a good week.  Love you.  Off to work   I like Saturday much more than Monday.  Hahahaha"
"negative","staying at home,I don't feel like goin out "
"negative","srsly overslept today.. had a horrible dream about my school.. arrghh "
"negative","Bummed I couldn't get #Olympic tix for the figure skating.  Stupid virtual waiting room."
"negative","I can't sleep, I should went out "
"negative","@tglamontini21  i have to work, where are you swimmingat?"
"negative","@strangegypsy Oh honey, that's terrible "
"negative","Proper beach weather 2day but my body cant cope with this heat  thank god 4 ice aaahhh lush!!! :-D"
"negative","dont wanna work tonight "
"negative","@ComptonAssDeezy lol i know "
"negative","I totally want to cruise with NKOTB but I think my husband would leave me "
"negative","i know the right thing to do, and i refuse to do it. "
"negative","Oh its not a very pretty day today "
"negative","God can this car be less comfortable.  i want my bed."
"negative","developed Posterior Shin Splints, no running for a few weeks "
"negative","@RockwallMike No.  We don't have a car so we're at the mercy of the shuttles. As in 'buses', not 'space'. ;-)"
"negative","wants to go shopppppping. but i hv no money tho "
"negative","@fearcandy666 shit sorry. totally missed your question... really hoping you checked kerrang! gigs as show was last night at underworld "
"negative","@lucasartsgames Star Wars Battlefront III.... as if.... as if "
"negative","@boburnham Lucky you.  We have to wait until October to see it in the UK "
"negative","Working till 7 doing open houses boring!! "
"negative","my reception experience summed up... beautiful ceremony...good friends...dancing fool...no game "
"negative","@DrivingMN  ya it was fun too bad I didnt win the pre-screening tickets though  all the people who won didn't even stay the whole movie"
"negative","super pissed this SHITTY quarter dropped my GPA by .07 "
"negative","I just had one sad little fishy funeral "
"negative","brrrrr...it's wet and windy out there. why can't i come inside? "
"negative","i need more podcasts  even with #platformbiased this week there wasn't enough. Recommendations?"
"negative","@daNanner awww, now im gonna feel weird being dirty with you. "
"negative","wishing i had a time controller so that i could turn time back and try again "
"negative","just got off work im so happy but my back hurts "
"negative","@jonaskevin i tried to enter in that link, but its says thats just for america "
"negative","oh shit its raining so hard  i saw lightning and heard thunder ;o drip drop drip drop."
"negative","Missing my baby.. "
"negative","Gee thanks, tell me the day out is cancelled and they all go anyway...  Bad day already and I've only been up for 40 minutes..."
"negative","@MsDasia - read it and then u forgot about me  im breaking up with u lol"
"negative","@leighalexander Wow!! Thats a really low number!  I guess everyone is waiting for that 20$ discount or something..."
"negative","Finally home. I hate this phone, and am pissed off at myself for breaking my old fucking iPhone. Piece of shit I am.. "
"negative","See, this is why I miss living in Cali! @BevJack is going to a beach party; no beach in ATL and too hot to be outside anyway "
"negative","Was at the media thing today, was alright i suppose, was better than being at school anyway. I'm now cold and got a sore head "
"negative","i don't wanna do schooool today, but i have to "
"negative","is not having such a good day today....and trying to figure out what this bug bite on her foot is! ow "
"negative","@rockerchick99 awww  I hope you feel better soon *hugs*, @YuriMoreland yeah I'm deffinately happy with working instead  What you up to?"
"negative","Is counting down the days til NKOTB @ Jones Beach....Not in the front row this time "
"negative","hopes that her little girl is better tomorrow. feel like a crap mum when she's ill. "
"negative","Another #squarespace giveaway, another missed opportunity for me "
"negative","G'morning everyone. Somehow I still seem to have a headache  Oh well, going to go to @giero's presentation soon "
"negative","Was at a street fair here in San fran. So much fun! Got a couple cool bracelets. Had no one to go on the rides with tho "
"negative","@StewartKris Kristen! Please follow me.  I really really want to communicate with you! PLS PLS PLS. IM BEGGING!!!! I LOVE YOU!  ,."
"negative","@aflaminghalo How terribly helpful of them. "
"negative","heading to the hospital soon "
"negative","Taking a quick lunch break before going back on. Wanted something healthy today...but failed at getting it "
"negative","@MissDavisStar me too girl, me too.  I had shit to say. But like now I forgot."
"negative","Oh no, my phone battery is dying "
"negative","@djoj seriously it sucks... "
"negative","@omshivaprakash weatherunderground.com nali data ide. Applet nali weather source select maado option ila "
"negative","Fiancee's mother been taken ill, so we're both heading upto Birmingham to see the family until at least fri. "
"negative","yay had fun today....I have a tummyache "
"negative","Not feeling well "
"negative","Took a nap at birch. Somehow I got to Valeria's place. I'm hungry. "
"negative","@Ismahyus OMG! Really? Nobody tell me, you know. Somemore my printer baru habis ink. "
"negative","missing my Miss ShaKira "
"negative","@sibbzz bahahahha yes please!! and hopefully it doesnt rain "
"negative","@shawin That's the problem. The earphones I get here don't last more than 2 months, no matter what brand or price. "
"negative","Finally looks like a beautiful day in Boulder... Just as I'm leaving for Vegas "
"negative","Am well sleepy.  Mazzymoo goes home today. "
"negative","@ms_cornwall @felicityfuller It seems @lynnesse has gone to discipline the girls again "
"negative","@HONEYMATTHEWS i'm good hunny...well kinda...wanna be back on the beach  how r u?"
"negative","@LaurenConrad That it did.. missing audio I mean.  I hope they replay it with all the audio!"
"negative","@Rockstarbk go visit my grandma and kiss her for me "
"negative","@TheRedDianthus Agree w/ you. (Actually, the real parallel is Al Franken). Facts never seem to stand in way of certain agendas. "
"negative","@Love_JoBros_ ao what's with the  not x]?"
"negative","@BT_broadband Ah, well, we're both in the same boat then. I switched because they were throttling the speed every single night. "
"negative","@KessM i'm out of votes right now "
"negative","I can't connect my Wii to the internet "
"negative","Sickkkk, not going to school today. "
"negative","@glovergal I just went through that a few days ago.   Hope you eventually got to sleep!"
"negative","Went horsebacking riding for nearly 2 hours with hubby. Horses were really good, would have rode longer, but my horse had a loose shoe "
"negative","Called in sick. Back to bed. Stomach going mental. Ouchy. "
"negative","@BrookeAlley I'm so sorry, Brooke.  There's a great guy on 4th between 1st and 2nd who runs a shelter SocialTees. He'll have good advice"
"negative","is feeling ill today "
"negative","@pcnlove125  Clean Me!"
"negative","my puppy died tonight "
"negative","Actually, I'm a tiny bit disappointed that the album version of Stuck on Repeat is only 3 minutes long. "
"negative","So much for going out  errz. All good. Quality time with the cousins"
"negative","Playing animal crossing. Like whoa. It's been over a month since i've touched this game. "
"negative","is desperately missing Cape Town  .... make that anywhere that isn't here... that is a large city.... that.. oh to hell with it!"
"negative","@RavieRae i miss you too hun "
"negative","@JesseMcCartney will you be doing any more SayNow Live calls anytime soon? i'm super bummed i didn't get to talk to you the other day "
"negative","@DJJUS  sorry i 4got 2 call u back had a long exhusting day"
"negative","@gregcoley - goddammit! Might be a tomorrow morning job i guess... "
"negative","@Joshyxspicenz I'm sorry.  Just move to the US! Goodnight!"
"negative","@officialTila I only got 5 and its not changing! What is wrong??  HELP TILA!!!!! ...Please?!"
"negative","@basantam My condolences! Death seems to be upon us right now... "
"negative","I want a bike..... "
"negative","@mialuna1 miss you too babe &lt;333 OMG LMFAO no i didn't get the piercing today LOL, bit hangover and had to work  miss you &lt;333333"
"negative","Christian Lacroix is the next victim in fashion of the recession  - http://bit.ly/tmqlr"
"negative","I am not looking forward to tomorrow's early morning meeting "
"negative","@mileycyrus YU MAKE ME SO MAD!!!!!!!!!!!!! your so gorgeous, "
"negative","@xDennis hmmm...truer words were never spoken.  *Watches my dream of having 7 of his beautiful babies (all girls BTW) fade away "
"negative","Looks like she just knocked out/broke the backlight. No excuse to get a new MacBook "
"negative","@thepistol thats awesome! if i had the time and money i would fly in from michigan just to join one of the PPP! "
"negative","I couldn't sleep last night. It was horrible. "
"negative","@ardenkhan tentative sched is July 8--- long wait. "
"negative","wonder if my power is back on at home... my ben &amp; jerry's steven colbert &quot;americone dream&quot; ice cream is going to melt "
"negative","ubat bius dah abes n i cudnt walk. tgu masa dhantar pulang... "
"negative","Off work and im fuckin hungry but im a broke bitch again "
"negative","is devastated that ITV has axed Primeval "
"negative","@BrodyJenner eww  sucks for you bud :S I'd expect something a bit more classy lmao"
"negative","feels like hugging cousin and CRY OUT LOUD! "
"negative","@lydiabarling  i wish i was too baby.  "
"negative","Working a double shift today  but A.J. is coming back! Yippie! Come see me at work!"
"negative","@dannykurily tell the guys to stop picking favorites and spoiling australia with a preview of the new record "
"negative","im tiredd  this rain should end!"
"negative","@halfmar aw, you don't like it "
"negative","Taking Friday off but I have to run around all day and it won't seem like a day off. "
"negative","Aww poor Hartlepool  2-0 down already"
"negative","@Shibudhakal jk... but it did waste quite a bit of my time "
"negative","@ddlovato hope you're okay demi!  *hugggg*"
"negative","@fletcherfashion i took it off because roomie has my camera card "
"negative","@otibml I was wondering how your conference went.  Sorry S is having bumpy day "
"negative","I am sad "
"negative","finally done with my 400words writing test today but will have another test tmr "
"negative","today is graduation. i can't believe my sister's leaving me  i'm gonna miss her. i miss @donovanmarie already. and nick. and liz :/ gah..."
"negative","The guy behind me WOULD be snoring "
"negative","@mooseymoose29 shit hun u wud not want this pain and on the bone too "
"negative","Sitting in front of the comp for more than 5 mins is killing. Am surprised at the intensity of the pain, its unbearable "
"negative","@chavtasticjinx I know how it feels "
"negative","I do think that this college work is utter SHIT !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! "
"negative","Going through my Rightmove rejects    Thats the thing with portal feeds, they all like a little bit of different information!"
"negative","Bored and hungry... Didn't have any breakfast... "
"negative","i still wanna see oliver in west end whilst rowan atkinson is in it "
"negative","@ilove_thomas SERUF_you're not following me "
"negative","@barayas i love you too  &lt;3"
"negative","@SoSaysSarah ahw sarah what's bothering you? "
"negative","Aaaaarrrgghh!!! forgot the windows 7 DVD @ work! "
"negative","the bf is home but he's leavin on the 28th for the airforce :/ i need cheerin up...big time "
"negative","homework takes the fun out of my life always  it seems i am always home on some weekend night due to it how pathetic"
"negative","@nutone boooo I'm not open for upgrade till Feb 2010! "
"negative","Insanejournal should at least make its character limit to 6,000 all this cutting is annoying me. "
"negative","@2thousandand9 I did a few times.. but not many people were coming in  made me sad kitty kat"
"negative","i`m so bored....but...have to stady......grrrr.... "
"negative","I feel like all people have lost respect for me...this fucking blows. "
"negative","@anginator_x3 I'm trying to study but it's not working "
"negative","@veriette It wouldn't be hard for you to find. That is pure ghetto, no measuring machines "
"negative","I would like to be here  &lt; http://bit.ly/v5Eiv &gt; but alas, I can't go. "
"negative","Came across some Sufjan songs-just reminded me how much I love his music, how happy and content it makes me feel. I miss my Illinoise cd "
"negative","@fionaflaherty any tips gratefully recieved! It's getting tricky "
"negative","@liihyam19 been there. still i am going bananas! lol. as you know, i dont hav any social life this summer break.  i feel dead of a sort."
"negative","Formula One won't be the same anymore.  And I blame both FOTA and FIA. Classic ego clash."
"negative","@brittgow re-Edublogs TV it isn't unfortunately as we are waiting for an outside company to do the coding for us "
"negative","@lorenrochelle You guys are so damn cute. I wish I was in LA hanging with you in Little Tokyo right now "
"negative","Eating a small breakfast with @SooSpecial...This is like our last breakfast together "
"negative","@DestinyFreak you have swine flu? :|  I hope you get better and when you do, I'll be waiting for that video "
"negative","Good morning! Was off twittwer a few days, what did I miss? lol Cleaning house all day today! ugh.  Tired already just thinking about it!!"
"negative","My ear hurts... "
"negative","@mileycyrus no money then no atlantis  i really wish i could come i feel in my heart that im the biggest fan of you love you xxx take care"
"negative","At urgent care with nancy "
"negative","@ashleytisdale hope you like pasta and pizza, girl ;) i'm so sad, i can't come tomorrow, but i wanna meet you  love you &lt;3"
"negative","I want the thunder and lightening back  .."
"negative","Oh my gosh! HUGE thunder storm! My house is shaking! I'm so scared i'm like hiding under my bed! The thunder woke me up! "
"negative","Am figuring out no one's reading my tweets....  "
"negative","at work... a little bit tired... my head hurts a bit.... and i  miss my girlfriend   thinking about having a poo ;)"
"negative","So...I'm selling my 100% auth. Chanel XL jumbo flap bag. Interested? "
"negative","@peelingpaper Oh, no! My sympathy. "
"negative","@cookiepirate Give me some of that organizational skill. "
"negative","Reporting from CEOP online moderators conference:  69% of children in child abuse images are under 10 years old  "
"negative","Broke more tools "
"negative","@lauradontspeak OMG i´m diying wish i was there  FML &lt;/3"
"negative","needs to watch JONAS so badly "
"negative","i hear tapping on my window, like human finger tapping and I am scared because its dark and can't see anything "
"negative","@TFletch81 No me not  ....I'll Ketchup once these fools STOP being Mustards and FOCUS..but until then, uhhhh, I'm a do me "
"negative","My last tweet from Venezuela! Love U guys!  missing you like crazy already.."
"negative","America's Los Angeles Times: &quot;The hair-gel industry in north-west England suffered a catastrophic blow on Thursday.&quot; - ronaldo "
"negative","@monpio it's not his fault I'm disgusting.  I thought I looked cute.  but no."
"negative","had a day off! Relaxing! If it wouldn't rain all day "
"negative","@Kathrynelle yeh, I seem to have lost that lovin' feeling towards twitter "
