cue,pos_cue,pos_feature,pos_translated,a1,a2
assume,verb,verb,verb,none,none
assume,verb,verb,verb,past_tense,none
assume,verb,verb,verb,present_participle,none
assume,verb,verb,verb,third_person,none
assume,verb,noun,verb,person_object,none
assume,verb,other,other,not,none
asteroid,adjective,noun,noun,none,none
asteroid,adjective,verb,verb,past_tense,none
asteroid,adjective,noun,noun,characteristic,none
asteroid,adjective,noun,noun,numbers,none
asteroid,adjective,verb,verb,present_participle,none
asteroid,adjective,adjective,noun,characteristic,none
astrology,noun,noun,noun,none,none
astrology,noun,noun,noun,characteristic,characteristic
astrology,noun,noun,noun,numbers,none
astronaut,noun,noun,noun,none,none
astronaut,noun,noun,noun,numbers,none
astronaut,noun,noun,noun,characteristic,none
astronaut,noun,verb,noun,past_tense,none
astronaut,noun,noun,noun,person_object,none
astronaut,noun,noun,noun,present_participle,none
astronaut,noun,verb,noun,present_participle,none
astronaut,noun,verb,noun,third_person,none
asymmetrical,adjective,adjective,adjective,none,none
asymmetrical,adjective,adjective,adjective,characteristic,none
asymmetrical,adjective,noun,noun,none,none
asymmetrical,adjective,verb,noun,past_tense,none
asymmetrical,adjective,noun,noun,numbers,none
asymmetrical,adjective,other,noun,characteristic,none
asymmetrical,adjective,adjective,noun,characteristic,none
asymmetrical,adjective,adjective,adjective,not,none
asymmetrical,adjective,adjective,noun,not,characteristic
athlete,noun,verb,verb,none,none
athlete,noun,verb,verb,numbers,none
athlete,noun,verb,verb,present_participle,none
athlete,noun,noun,verb,actions_process,numbers
athlete,noun,noun,verb,person_object,none
athlete,noun,noun,verb,characteristic,none
athlete,noun,verb,verb,third_person,none
athlete,noun,noun,noun,none,none
athlete,noun,adjective,noun,characteristic,none
athlete,noun,verb,noun,present_participle,none
athlete,noun,noun,noun,numbers,none
athlete,noun,noun,noun,person_object,none
athletic,adjective,noun,noun,none,none
athletic,adjective,noun,noun,numbers,none
athletic,adjective,adjective,noun,characteristic,none
athletic,adjective,verb,verb,none,none
athletic,adjective,noun,verb,person_object,numbers
athletic,adjective,verb,verb,present_participle,none
athletic,adjective,verb,verb,third_person,none
athletic,adjective,adjective,adjective,none,none
atlas,noun,noun,noun,none,none
atlas,noun,noun,noun,person_object,none
atlas,noun,noun,noun,numbers,none
atlas,noun,verb,verb,present_participle,none
atlas,noun,verb,verb,third_person,none
atom,noun,noun,noun,none,none
atom,noun,noun,noun,numbers,none
atom,noun,adjective,adjective,none,none
atom,noun,noun,adjective,person_object,none
atom,noun,noun,adjective,person_object,numbers
atom,noun,adjective,noun,characteristic,none
atom,noun,noun,noun,person_object,numbers
atom,noun,adjective,adjective,magnitude,none
atom,noun,other,other,none,none
atomic,adjective,noun,noun,none,none
atomic,adjective,noun,noun,numbers,none
atomic,adjective,noun,verb,characteristic,none
atomic,adjective,noun,verb,characteristic,numbers
atomic,adjective,adjective,verb,characteristic,none
atomic,adjective,adjective,adjective,none,none
attach,verb,verb,verb,none,none
attach,verb,adjective,verb,characteristic,none
attach,verb,verb,verb,past_tense,none
attach,verb,verb,verb,present_participle,none
attach,verb,noun,verb,actions_process,none
attach,verb,noun,noun,none,none
attach,verb,verb,noun,past_tense,none
attach,verb,other,other,none,none
attack,noun,noun,noun,none,none
attack,noun,adjective,noun,characteristic,none
attack,noun,verb,noun,present_participle,none
attack,noun,verb,noun,past_tense,none
attack,noun,verb,verb,none,none
attack,noun,adjective,verb,characteristic,none
attack,noun,verb,verb,present_participle,none
attain,verb,verb,verb,none,none
attain,verb,noun,verb,actions_process,none
attain,verb,noun,noun,none,none
attain,verb,noun,noun,numbers,none
attain,verb,verb,verb,past_tense,none
attain,verb,verb,verb,present_participle,none
attempt,noun,noun,noun,none,none
attempt,noun,verb,verb,none,none
attempt,noun,verb,verb,present_participle,none
attempt,noun,verb,verb,third_person,none
attempt,noun,noun,verb,characteristic,none
attempt,noun,verb,verb,time,none
attempt,noun,verb,verb,past_tense,none
attempt,noun,verb,verb,numbers,none
attend,verb,noun,noun,none,none
attend,verb,adjective,adjective,none,none
attend,verb,verb,verb,none,none
attend,verb,verb,verb,third_person,none
attend,verb,other,other,none,none
attendance,noun,noun,noun,none,none
attendance,noun,noun,noun,numbers,none
attendance,noun,adjective,adjective,none,none
attendance,noun,verb,verb,none,none
attendance,noun,verb,verb,present_participle,none
attendance,noun,other,other,none,none
attention,noun,verb,verb,past_tense,none
attention,noun,verb,verb,present_participle,none
attention,noun,noun,verb,person_object,none
attention,noun,noun,noun,none,none
attention,noun,verb,noun,past_tense,none
attention,noun,verb,verb,none,none
attic,noun,other,other,none,none
attic,noun,adjective,adjective,none,none
attic,noun,noun,noun,none,none
attic,noun,adjective,noun,characteristic,none
attic,noun,noun,noun,numbers,none
attic,noun,adjective,verb,characteristic,none
attic,noun,noun,noun,person_object,none
attic,noun,verb,noun,present_participle,none
attic,noun,noun,noun,location,numbers
attire,noun,noun,noun,none,none
attire,noun,noun,noun,numbers,none
attire,noun,noun,noun,present_participle,none
attire,noun,verb,noun,past_tense,none
attire,noun,verb,verb,none,none
attire,noun,verb,verb,present_participle,none
attire,noun,verb,verb,third_person,none
attire,noun,adjective,verb,characteristic,none
attitude,noun,verb,noun,present_participle,none
attitude,noun,noun,noun,actions_process,none
attitude,noun,noun,noun,numbers,none
attitude,noun,verb,verb,none,none
attitude,noun,noun,verb,present_participle,none
attitude,noun,noun,verb,numbers,none
attitude,noun,verb,verb,third_person,none
attitude,noun,adjective,adjective,none,none
attitude,noun,noun,noun,none,none
attitude,noun,noun,noun,characteristic,none
attitude,noun,adjective,noun,characteristic,none
attitude,noun,noun,noun,characteristic,characteristic
attitude,noun,verb,verb,present_participle,none
attorney,noun,noun,noun,none,none
attorney,noun,verb,verb,none,none
attorney,noun,noun,verb,person_object,none
attorney,noun,verb,verb,present_participle,none
attorney,noun,verb,verb,third_person,none
attorney,noun,noun,noun,characteristic,numbers
attorney,noun,noun,noun,person_object,none
attorney,noun,adjective,adjective,none,none
attorney,noun,noun,verb,characteristic,none
attract,verb,noun,noun,person_object,none
attract,verb,adjective,noun,characteristic,none
attract,verb,noun,noun,none,none
attract,verb,verb,verb,none,none
attract,verb,verb,verb,past_tense,none
attract,verb,verb,verb,numbers,none
attract,verb,verb,noun,actions_process,none
attract,verb,noun,noun,numbers,none
attract,verb,other,other,none,none
attract,verb,other,other,location,none
attractive,adjective,adjective,noun,characteristic,none
attractive,adjective,noun,noun,none,none
attractive,adjective,adjective,adjective,none,none
attractive,adjective,verb,verb,none,none
attractive,adjective,verb,verb,present_participle,none
aunt,noun,noun,noun,none,none
aunt,noun,noun,noun,numbers,none
aunt,noun,noun,noun,person_object,none
aunt,noun,noun,noun,characteristic,person_object
aunt,noun,noun,noun,characteristic,none
aunt,noun,verb,verb,past_tense,none
aunt,noun,noun,verb,actions_process,none
aunt,noun,noun,verb,actions_process,characteristic
aunt,noun,adjective,verb,characteristic,none
australia,noun,noun,noun,none,none
australia,noun,noun,noun,numbers,none
australia,noun,other,other,none,none
australia,noun,adjective,noun,characteristic,none
author,noun,noun,noun,none,none
author,noun,noun,noun,numbers,none
author,noun,verb,verb,numbers,none
author,noun,noun,verb,actions_process,none
author,noun,adjective,verb,characteristic,none
author,noun,noun,verb,person_object,none
author,noun,verb,verb,none,none
author,noun,verb,verb,third_person,none
author,noun,verb,verb,characteristic,none
authority,noun,noun,noun,none,none
authority,noun,verb,noun,past_tense,none
authority,noun,noun,noun,characteristic,none
authority,noun,noun,noun,numbers,none
authority,noun,noun,verb,person_object,none
authority,noun,noun,verb,characteristic,none
authority,noun,noun,adjective,numbers,none
authority,noun,other,other,none,none
authority,noun,noun,noun,characteristic,characteristic
authority,noun,adjective,noun,characteristic,none
auto,noun,verb,verb,past_tense,none
auto,noun,adjective,verb,characteristic,none
auto,noun,noun,noun,none,none
auto,noun,noun,noun,characteristic,numbers
auto,noun,noun,noun,numbers,none
autumn,noun,noun,noun,none,none
autumn,noun,verb,noun,present_participle,none
autumn,noun,noun,verb,third_person,none
autumn,noun,noun,noun,numbers,none
avenue,noun,noun,noun,none,none
avenue,noun,noun,noun,characteristic,none
avenue,noun,noun,noun,numbers,none
average,adjective,adjective,adjective,none,none
average,adjective,noun,noun,none,none
average,adjective,noun,noun,numbers,none
average,adjective,noun,noun,characteristic,numbers
average,adjective,adjective,noun,characteristic,none
average,adjective,adjective,noun,characteristic,characteristic
avocado,noun,adjective,noun,actions_process,none
avocado,noun,adjective,adjective,none,none
avocado,noun,noun,noun,none,none
avocado,noun,noun,noun,numbers,none
avocado,noun,noun,noun,third_person,none
awake,adjective,adjective,noun,characteristic,none
awake,adjective,adjective,adjective,none,none
awake,adjective,noun,adjective,characteristic,none
awake,adjective,noun,adjective,person_object,none
awake,adjective,noun,noun,numbers,none
awake,adjective,noun,noun,none,none
awake,adjective,verb,noun,present_participle,none
award,noun,verb,verb,none,none
award,noun,noun,verb,actions_process,none
award,noun,noun,verb,actions_process,numbers
award,noun,noun,noun,none,none
award,noun,noun,noun,numbers,none
award,noun,verb,verb,past_tense,none
award,noun,verb,verb,present_participle,none
award,noun,adjective,adjective,none,none
award,noun,noun,adjective,characteristic,none
award,noun,noun,adjective,actions_process,none
award,noun,verb,adjective,past_tense,none
award,noun,noun,adjective,numbers,none
award,noun,verb,noun,present_participle,none
award,noun,noun,verb,person_object,none
award,noun,verb,noun,past_tense,none
aware,adjective,adjective,adjective,none,none
aware,adjective,noun,noun,person_object,none
aware,adjective,adjective,noun,characteristic,none
aware,adjective,verb,verb,none,none
aware,adjective,verb,verb,present_participle,none
aware,adjective,noun,verb,person_object,none
aware,adjective,adjective,verb,actions_process,none
aware,adjective,verb,verb,past_tense,none
aware,adjective,verb,verb,third_person,none
awareness,noun,adjective,adjective,none,none
awareness,noun,noun,adjective,characteristic,none
awareness,noun,noun,adjective,person_object,none
awareness,noun,verb,verb,none,none
awareness,noun,verb,verb,present_participle,none
awareness,noun,noun,verb,person_object,none
awareness,noun,noun,noun,none,none
awareness,noun,noun,noun,numbers,none
awareness,noun,noun,verb,present_participle,numbers
awareness,noun,verb,verb,third_person,none
awareness,noun,noun,verb,present_participle,none
away,other,other,other,none,none
away,other,noun,adjective,characteristic,none
away,other,adjective,adjective,none,none
awe,noun,verb,verb,none,none
awe,noun,verb,verb,past_tense,none
awe,noun,noun,verb,actions_process,none
awe,noun,adjective,verb,present_participle,none
awe,noun,noun,noun,none,none
awe,noun,adjective,noun,characteristic,none
awe,noun,noun,noun,actions_process,none
awesome,adjective,adjective,verb,present_participle,none
awesome,adjective,noun,noun,none,none
awesome,adjective,adjective,adjective,none,none
awesome,adjective,verb,verb,none,none
awesome,adjective,verb,verb,third_person,none
awful,adjective,adjective,adjective,none,none
awful,adjective,adjective,adjective,actions_process,none
awful,adjective,adjective,verb,characteristic,none
awful,adjective,adjective,verb,present_participle,none
awful,adjective,noun,adjective,characteristic,none
awful,adjective,adjective,verb,not,characteristic
awful,adjective,adjective,verb,not,present_participle
awkward,adjective,adjective,adjective,none,none
awkward,adjective,adjective,noun,actions_process,none
awkward,adjective,noun,adjective,characteristic,none
awkward,adjective,noun,verb,actions_process,none
awkward,adjective,noun,verb,numbers,none
awkward,adjective,other,adjective,characteristic,none
awkward,adjective,adjective,noun,not,actions_process
ax,noun,noun,noun,none,none
ax,noun,verb,noun,present_participle,none
ax,noun,noun,noun,numbers,none
ax,noun,noun,noun,person_object,none
ax,noun,noun,noun,characteristic,none
ax,noun,adjective,noun,characteristic,none
ax,noun,adjective,adjective,none,none
axe,noun,noun,noun,none,none
axe,noun,verb,verb,none,none
axe,noun,verb,noun,present_participle,none
axe,noun,adjective,noun,characteristic,none
axe,noun,noun,noun,actions_process,none
axe,noun,noun,adjective,numbers,none
axe,noun,verb,verb,present_participle,none
axe,noun,adjective,adjective,none,none
axe,noun,noun,noun,numbers,none
axe,noun,adjective,verb,characteristic,none
axon,noun,noun,noun,none,none
axon,noun,noun,noun,numbers,none
axon,noun,adjective,noun,characteristic,none
baby,noun,noun,noun,numbers,none
baby,noun,noun,noun,none,none
baby,noun,verb,noun,present_participle,none
baby,noun,adjective,adjective,none,none
baby,noun,adjective,adjective,magnitude,none
baby,noun,noun,adjective,person_object,none
back,noun,other,other,none,none
back,noun,noun,noun,none,none
back,noun,adjective,adjective,none,none
backbone,noun,noun,noun,none,none
backbone,noun,noun,noun,numbers,none
backbone,noun,adjective,noun,characteristic,none
backbone,noun,verb,verb,none,none
backbone,noun,noun,verb,present_participle,none
backbone,noun,other,other,none,none
background,noun,other,other,none,none
background,noun,noun,noun,none,none
background,noun,adjective,verb,past_tense,none
background,noun,noun,noun,characteristic,none
background,noun,noun,noun,numbers,none
background,noun,adjective,adjective,none,none
backpack,noun,noun,noun,none,none
backpack,noun,noun,noun,numbers,none
backpack,noun,verb,verb,past_tense,none
backpack,noun,verb,verb,third_person,none
backpack,noun,verb,verb,none,none
backpack,noun,verb,verb,present_participle,none
backward,other,noun,adjective,actions_process,none
backward,other,adjective,adjective,none,none
backward,other,other,adjective,numbers,none
backward,other,noun,noun,none,none
backward,other,verb,noun,past_tense,none
bacon,noun,noun,noun,none,none
bacon,noun,adjective,adjective,none,none
bacon,noun,verb,adjective,actions_process,present_participle
bacon,noun,adjective,adjective,characteristic,none
bacon,noun,noun,noun,numbers,none
bacon,noun,adjective,noun,characteristic,none
bacteria,noun,noun,noun,none,none
bacteria,noun,noun,noun,numbers,none
bacteria,noun,noun,noun,magnitude,none
bacteria,noun,adjective,noun,characteristic,none
bacteria,noun,noun,noun,characteristic,none
bacteria,noun,adjective,adjective,none,none
bacteria,noun,noun,adjective,characteristic,none
bad,adjective,adjective,adjective,none,none
bad,adjective,noun,adjective,characteristic,none
bad,adjective,noun,noun,numbers,none
bad,adjective,noun,noun,none,none
bad,adjective,adjective,adjective,characteristic,none
badge,noun,noun,noun,none,none
badge,noun,verb,noun,present_participle,none
badge,noun,noun,noun,actions_process,characteristic
badge,noun,noun,noun,actions_process,person_object
badge,noun,verb,verb,none,none
badge,noun,adjective,verb,actions_process,none
badge,noun,adjective,verb,characteristic,none
bag,noun,adjective,verb,actions_process,none
bag,noun,verb,verb,present_participle,none
bag,noun,noun,noun,none,none
bag,noun,noun,noun,numbers,none
bag,noun,verb,noun,actions_process,third_person
bag,noun,adjective,adjective,none,none
bag,noun,adjective,verb,characteristic,none
bagel,noun,noun,noun,none,none
bagel,noun,noun,noun,characteristic,none
bagel,noun,adjective,adjective,none,none
bagel,noun,verb,noun,past_tense,none
baggage,noun,noun,verb,present_participle,numbers
baggage,noun,verb,verb,none,none
baggage,noun,noun,noun,none,none
baggage,noun,adjective,verb,past_tense,none
baggage,noun,noun,noun,characteristic,none
baggage,noun,noun,noun,characteristic,numbers
baggage,noun,verb,noun,present_participle,none
bagpipe,noun,noun,noun,none,none
bagpipe,noun,noun,noun,numbers,none
bagpipe,noun,adjective,adjective,none,none
bagpipe,noun,verb,noun,present_participle,none
bagpipe,noun,adjective,noun,characteristic,none
bait,noun,verb,verb,none,none
bait,noun,noun,verb,actions_process,none
bait,noun,noun,noun,none,none
bait,noun,noun,noun,present_participle,none
bait,noun,noun,noun,numbers,none
bake,verb,noun,noun,actions_process,none
bake,verb,noun,noun,none,none
bake,verb,noun,noun,numbers,none
bake,verb,verb,noun,past_tense,none
bake,verb,noun,noun,present_participle,none
bake,verb,adjective,adjective,none,none
bake,verb,verb,verb,none,none
bake,verb,verb,noun,magnitude,present_participle
baked,adjective,noun,noun,none,none
baked,adjective,noun,noun,numbers,none
baked,adjective,verb,noun,past_tense,none
baked,adjective,noun,noun,present_participle,none
baker,noun,adjective,verb,past_tense,none
baker,noun,noun,verb,person_object,characteristic
baker,noun,verb,verb,numbers,none
baker,noun,noun,noun,none,none
baker,noun,noun,noun,numbers,none
baker,noun,noun,noun,person_object,none
baker,noun,noun,noun,present_participle,none
baker,noun,adjective,adjective,none,none
balcony,noun,noun,verb,present_participle,none
balcony,noun,noun,verb,present_participle,numbers
balcony,noun,adjective,adjective,none,none
balcony,noun,adjective,adjective,magnitude,none
balcony,noun,other,other,none,none
balcony,noun,noun,noun,none,none
balcony,noun,adjective,other,magnitude,none
ball,noun,verb,verb,present_participle,none
ball,noun,noun,noun,none,none
ball,noun,noun,noun,numbers,none
ball,noun,adjective,adjective,none,none
ballet,noun,noun,noun,none,none
ballet,noun,noun,noun,person_object,none
ballet,noun,noun,noun,person_object,numbers
ballet,noun,noun,noun,present_participle,none
ballet,noun,noun,adjective,numbers,none
ballet,noun,verb,noun,past_tense,none
ballet,noun,noun,noun,numbers,none
balloon,noun,noun,noun,none,none
balloon,noun,noun,noun,numbers,none
balloon,noun,adjective,noun,characteristic,none
balloon,noun,verb,verb,third_person,none
balloon,noun,verb,verb,none,none
balloon,noun,verb,verb,present_participle,none
balloon,noun,adjective,adjective,none,none
balloon,noun,noun,verb,person_object,none
ballot,noun,verb,verb,present_participle,none
ballot,noun,noun,verb,actions_process,none
ballot,noun,noun,verb,person_object,numbers
ballot,noun,noun,verb,actions_process,numbers
ballot,noun,noun,noun,none,none
ballot,noun,noun,noun,person_object,numbers
ballot,noun,noun,noun,numbers,none
ballot,noun,noun,noun,present_participle,none
ballot,noun,verb,verb,none,none
ballot,noun,noun,verb,present_participle,none
ban,noun,verb,verb,none,none
ban,noun,verb,verb,past_tense,none
ban,noun,verb,verb,not,none
ban,noun,verb,verb,not,third_person
ban,noun,adjective,verb,characteristic,none
ban,noun,verb,verb,present_participle,none
ban,noun,noun,verb,third_person,none
ban,noun,noun,verb,actions_process,none
banana,noun,noun,noun,none,none
banana,noun,noun,noun,numbers,none
banana,noun,adjective,noun,actions_process,none
banana,noun,verb,verb,none,none
banana,noun,adjective,adjective,none,none
banana,noun,verb,verb,third_person,none
banana,noun,adjective,noun,characteristic,none
banana,noun,noun,adjective,numbers,none
banana,noun,verb,verb,present_participle,none
banana,noun,adjective,adjective,characteristic,none
band,noun,noun,noun,person_object,none
band,noun,noun,noun,numbers,none
band,noun,noun,noun,none,none
band,noun,adjective,noun,characteristic,none
band,noun,noun,noun,person_object,numbers
band,noun,verb,verb,none,none
band,noun,verb,verb,present_participle,none
band,noun,verb,verb,third_person,none
bandaid,noun,noun,noun,none,none
bandaid,noun,verb,verb,none,none
bandaid,noun,verb,verb,present_participle,none
bandaid,noun,verb,verb,numbers,none
bandaid,noun,noun,noun,numbers,none
bandanna,noun,noun,noun,none,none
bandanna,noun,noun,noun,present_participle,none
bandanna,noun,adjective,noun,characteristic,none
bandanna,noun,noun,noun,numbers,none
bandanna,noun,verb,verb,none,none
bandanna,noun,adjective,verb,characteristic,none
bandmaster,noun,noun,noun,none,none
bandmaster,noun,verb,verb,none,none
bandmaster,noun,noun,verb,person_object,none
bandmaster,noun,verb,verb,numbers,none
bandmaster,noun,adjective,noun,characteristic,none
bandmaster,noun,noun,noun,numbers,none
bandmaster,noun,verb,verb,present_participle,none
bandmaster,noun,verb,verb,third_person,none
bandmaster,noun,noun,noun,person_object,none
banjo,noun,noun,noun,numbers,none
banjo,noun,noun,noun,none,none
banjo,noun,adjective,noun,characteristic,none
banjo,noun,noun,noun,person_object,numbers
banjo,noun,verb,verb,present_participle,none
banjo,noun,adjective,adjective,none,none
bank,noun,noun,noun,none,none
bank,noun,noun,noun,person_object,none
bank,noun,noun,noun,present_participle,none
bank,noun,noun,noun,numbers,none
bank,noun,verb,noun,present_participle,none
bank,noun,noun,noun,third_person,none
bank,noun,adjective,noun,characteristic,none
bank,noun,adjective,adjective,none,none
bank,noun,adjective,adjective,characteristic,none
bank,noun,noun,adjective,numbers,none
bank,noun,noun,adjective,characteristic,none
bank,noun,verb,verb,none,none
bank,noun,verb,verb,third_person,none
bank,noun,verb,verb,present_participle,none
bank,noun,noun,verb,present_participle,numbers
bank,noun,noun,verb,person_object,none
bank,noun,noun,verb,person_object,numbers
banker,noun,noun,noun,none,none
banker,noun,noun,noun,numbers,none
banker,noun,adjective,noun,characteristic,none
banker,noun,verb,noun,actions_process,third_person
banker,noun,noun,verb,person_object,none
banker,noun,noun,verb,person_object,numbers
banker,noun,verb,verb,third_person,none
banker,noun,noun,noun,characteristic,none
banker,noun,noun,noun,person_object,none
banker,noun,noun,noun,third_person,none
banner,noun,noun,noun,actions_process,present_participle
banner,noun,verb,verb,present_participle,none
banner,noun,adjective,noun,characteristic,none
banner,noun,noun,noun,numbers,none
banner,noun,adjective,adjective,none,none
banner,noun,noun,noun,none,none
banner,noun,adjective,noun,numbers,characteristic
banquet,noun,noun,verb,person_object,none
banquet,noun,noun,noun,none,none
banquet,noun,noun,verb,present_participle,none
banquet,noun,adjective,adjective,none,none
banquet,noun,noun,noun,numbers,none
bar,noun,noun,noun,none,none
bar,noun,adjective,noun,characteristic,none
bar,noun,verb,verb,none,none
bar,noun,noun,verb,present_participle,none
bar,noun,noun,verb,numbers,none
bar,noun,noun,noun,numbers,none
bar,noun,adjective,adjective,none,none
bar,noun,verb,adjective,actions_process,none
bar,noun,verb,adjective,present_participle,none
barbarism,noun,noun,noun,none,none
barbarism,noun,noun,noun,numbers,none
barbarism,noun,adjective,noun,characteristic,none
barbarism,noun,noun,noun,characteristic,none
barbarism,noun,noun,adjective,person_object,none
barbarism,noun,verb,adjective,past_tense,none
barbarism,noun,adjective,adjective,none,none
barbarism,noun,adjective,adjective,not,none
barbarism,noun,adjective,adjective,not,past_tense
barbecue,noun,noun,noun,characteristic,none
barbecue,noun,noun,noun,numbers,none
barbecue,noun,noun,noun,none,none
barbecue,noun,verb,noun,past_tense,none
barbecue,noun,noun,noun,present_participle,none
barbecue,noun,adjective,adjective,numbers,none
barbecue,noun,other,other,none,none
bargain,noun,adjective,adjective,none,none
bargain,noun,adjective,adjective,magnitude,none
bargain,noun,other,adjective,characteristic,none
bargain,noun,noun,noun,none,none
bargain,noun,verb,noun,third_person,none
bargain,noun,verb,verb,none,none
bargain,noun,verb,verb,present_participle,none
bargain,noun,verb,verb,past_tense,none
bargain,noun,noun,adjective,numbers,none
bargain,noun,noun,noun,numbers,none
bargain,noun,verb,noun,past_tense,none
bargain,noun,noun,noun,person_object,none
bargain,noun,verb,verb,third_person,none
bargain,noun,noun,noun,actions_process,none
bargain,noun,verb,noun,present_participle,none
bark,noun,noun,noun,none,none
bark,noun,verb,verb,none,none
bark,noun,noun,verb,actions_process,none
bark,noun,adjective,adjective,none,none
barley,noun,noun,noun,none,none
barley,noun,noun,noun,numbers,none
barley,noun,adjective,noun,characteristic,none
barley,noun,noun,noun,characteristic,numbers
barn,noun,noun,noun,numbers,none
barn,noun,noun,verb,present_participle,none
barn,noun,noun,noun,none,none
barn,noun,adjective,noun,characteristic,none
barn,noun,noun,verb,actions_process,none
barn,noun,adjective,adjective,none,none
barn,noun,noun,noun,person_object,none
barn,noun,verb,noun,present_participle,none
barrel,noun,noun,noun,numbers,none
barrel,noun,noun,noun,none,none
barrel,noun,adjective,adjective,none,none
barrel,noun,noun,verb,person_object,none
barrel,noun,noun,noun,person_object,none
barrel,noun,verb,noun,present_participle,none
barrier,noun,noun,noun,none,none
barrier,noun,noun,noun,person_object,none
barrier,noun,verb,noun,present_participle,none
barrier,noun,noun,noun,numbers,none
barrier,noun,verb,verb,none,none
barrier,noun,verb,verb,present_participle,none
barrier,noun,verb,verb,third_person,none
bartender,noun,noun,noun,none,none
bartender,noun,adjective,noun,characteristic,none
bartender,noun,verb,verb,none,none
bartender,noun,noun,verb,present_participle,none
bartender,noun,noun,verb,numbers,none
bartender,noun,noun,verb,person_object,none
bartender,noun,verb,verb,third_person,none
bartender,noun,noun,verb,characteristic,none
bartender,noun,verb,verb,present_participle,none
base,noun,noun,noun,none,none
base,noun,noun,verb,actions_process,none
base,noun,noun,verb,numbers,none
base,noun,adjective,adjective,none,none
baseball,noun,noun,other,none,none
baseball,noun,noun,noun,none,none
baseball,noun,adjective,noun,characteristic,none
baseball,noun,noun,noun,characteristic,numbers
baseball,noun,noun,noun,numbers,none
baseball,noun,noun,noun,person_object,none
baseball,noun,verb,noun,present_participle,none
baseball,noun,noun,adjective,numbers,none
baseball,noun,verb,verb,none,none
baseball,noun,noun,verb,person_object,none
baseball,noun,noun,verb,person_object,numbers
baseball,noun,verb,verb,third_person,none
baseball,noun,verb,verb,present_participle,none
baseball,noun,verb,verb,past_tense,none
baseball,noun,adjective,adjective,none,none
baseball,noun,noun,verb,third_person,none
baseball,noun,other,other,none,none
baseball,noun,adjective,verb,past_tense,none
baseball,noun,noun,noun,person_object,numbers
baseball,noun,noun,verb,actions_process,numbers
baseball,noun,noun,verb,present_participle,none
baseball,noun,adjective,adjective,magnitude,none
baseball,noun,verb,noun,past_tense,none
baseball,noun,noun,noun,present_participle,none
baseball,noun,noun,noun,characteristic,none
baseball,noun,noun,noun,actions_process,none
basement,noun,other,other,none,none
basement,noun,noun,noun,none,none
basement,noun,adjective,adjective,none,none
basement,noun,noun,verb,actions_process,none
basement,noun,adjective,adjective,magnitude,none
basement,noun,adjective,verb,characteristic,none
basement,noun,noun,noun,numbers,none
basement,noun,noun,noun,person_object,none
bashful,adjective,verb,verb,past_tense,none
bashful,adjective,adjective,adjective,none,none
bashful,adjective,verb,noun,past_tense,none
bashful,adjective,noun,adjective,actions_process,none
basic,adjective,adjective,noun,characteristic,magnitude
basic,adjective,adjective,noun,characteristic,none
basic,adjective,noun,noun,none,none
basic,adjective,verb,noun,past_tense,none
basic,adjective,verb,noun,third_person,none
basic,adjective,adjective,adjective,none,none
basic,adjective,adjective,adjective,magnitude,none
basic,adjective,adjective,adjective,characteristic,none
basket,noun,verb,verb,present_participle,none
basket,noun,noun,noun,none,none
basket,noun,noun,noun,actions_process,none
basket,noun,noun,noun,numbers,none
basket,noun,verb,verb,past_tense,none
basketball,noun,noun,noun,none,none
basketball,noun,noun,noun,numbers,none
basketball,noun,adjective,adjective,none,none
basketball,noun,verb,verb,none,none
basketball,noun,verb,verb,past_tense,none
basketball,noun,noun,verb,person_object,none
basketball,noun,noun,verb,person_object,numbers
basketball,noun,verb,verb,present_participle,none
basketball,noun,verb,noun,present_participle,none
bass,noun,noun,noun,none,none
bass,noun,noun,noun,present_participle,none
bass,noun,adjective,adjective,none,none
bass,noun,adjective,adjective,magnitude,none
bass,noun,adjective,noun,characteristic,none
bat,noun,noun,noun,none,none
bat,noun,noun,noun,numbers,none
bat,noun,verb,verb,third_person,none
bat,noun,verb,verb,none,none
bat,noun,noun,verb,person_object,none
bat,noun,verb,verb,present_participle,none
bat,noun,adjective,noun,characteristic,none
bat_animal,noun,noun,noun,none,none
bat_animal,noun,adjective,adjective,none,none
bat_animal,noun,noun,noun,numbers,none
bat_animal,noun,other,other,none,none
bat_animal,noun,verb,verb,third_person,none
bat_animal,noun,verb,verb,none,none
bat_animal,noun,adjective,verb,characteristic,none
bat_animal,noun,noun,noun,third_person,none
bat_animal,noun,verb,noun,third_person,none
bat_baseball,noun,noun,noun,numbers,none
bat_baseball,noun,adjective,noun,characteristic,none
bat_baseball,noun,verb,verb,present_participle,none
bat_baseball,noun,adjective,adjective,none,none
bat_baseball,noun,noun,noun,none,none
bat_baseball,noun,verb,noun,present_participle,none
bath,noun,noun,noun,none,none
bath,noun,noun,noun,numbers,none
bath,noun,adjective,noun,characteristic,none
bath,noun,adjective,adjective,none,none
bath,noun,noun,adjective,present_participle,none
bath,noun,noun,adjective,characteristic,characteristic
bath,noun,verb,adjective,numbers,none
bath,noun,verb,adjective,actions_process,none
bath,noun,noun,adjective,actions_process,present_participle
bath,noun,verb,verb,none,none
bath,noun,noun,verb,actions_process,none
bath,noun,verb,verb,past_tense,none
bath,noun,verb,verb,third_person,none
bath,noun,verb,verb,present_participle,none
bath,noun,noun,adjective,characteristic,none
bath,noun,noun,noun,characteristic,none
