partno,trialcode,latency,response
910120.4951388888888896561,real57,3655,3
910120.4951388888888896561,real70,4483,2
910120.4951388888888896561,real10,3550,1
910120.4951388888888896561,real28,9469,8
910120.4951388888888896561,real27,4403,6
910120.4951388888888896561,real84,4345,1
910120.4951388888888896561,real87,5098,2
910120.4951388888888896561,real2,2900,1
910120.4951388888888896561,real3,10438,3
910120.4951388888888896561,real21,3285,7
910120.4951388888888896561,real23,4048,5
910120.4951388888888896561,real96,3904,1
910120.4951388888888896561,real46,3035,8
910120.4951388888888896561,real47,5815,6
910120.4951388888888896561,real85,5294,4
910120.5437554,real33,5216,6
910120.5437554,real35,4494,5
910120.5437554,real79,6048,5
910120.5437554,real18,3629,7
910120.5437554,real24,6166,7
910120.5437554,real54,7534,7
910120.5437554,real48,8201,6
910120.5437554,real6,7001,6
910120.5437554,real7,5457,8
910120.5437554,real68,4246,7
910120.5437554,real38,7570,8
910120.5437554,real58,4851,6
910120.5437554,real86,7407,7
910120.5437554,real17,6783,6
910120.5437554,real71,7511,7
910120.5437554,real66,6729,6
910120.5437554,real19,4260,8
910120.5437554,real67,5135,8
910120.5437554,real32,6481,6
910120.5437554,real43,9429,7
910120.5437554,real93,9817,7
910120.5437554,real15,6073,6
910120.5437554,real16,6509,5
910120.5437554,real61,4847,6
910120.5437554,real44,6378,4
910120.5437554,real88,5145,5
910120.5437554,real69,4490,4
910120.5437554,real34,5517,8
910120.5437554,real13,9280,4
910120.5437554,real56,2501,6
910120.5437554,real80,2359,8
910120.5437554,real36,4039,7
910120.5437554,real62,5740,6
910120.5437554,real75,10125,5
910120.5437554,real39,9153,7
910120.5437554,real26,4043,4
910120.5437554,real37,9038,5
910120.5437554,real90,6452,7
910120.5437554,real72,6906,7
910120.5437554,real30,4501,6
910120.5437554,real77,4525,8
910120.5437554,real59,4367,5
910120.5437554,real73,5966,6
910120.5437554,real89,7927,8
910120.5437554,real82,16929,5
910120.5437554,real94,2367,8
910120.5437554,real64,5510,8
910120.5437554,real20,7144,6
910120.5437554,real5,3078,7
910120.5437554,real40,7633,5
910120.5437554,real22,10383,6
910120.5437554,real25,5880,7
910120.5437554,real9,11600,8
910120.5437554,real53,7066,4
910120.5437554,real60,5686,6
910120.5437554,real92,5129,8
910120.5437554,real91,9093,6
910120.5437554,real8,7537,3
910120.5437554,real4,5739,5
910120.5437554,real49,5981,8
910120.5437554,real31,8272,7
910120.5437554,real55,3221,7
910120.5437554,real14,6283,8
910120.5437554,real42,6383,5
910120.5437554,real50,6989,8
910120.5437554,real12,5182,8
910120.5437554,real11,8613,7
910120.5437554,real65,10148,4
910120.5437554,real95,6294,8
910120.5437554,real52,13145,7
910120.5437554,real78,6660,5
910120.5437554,real81,5649,8
910120.5437554,real76,11518,6
910120.5437554,real45,7346,7
910120.5437554,real29,6835,5
910120.5437554,real83,8193,6
910120.5437554,real51,8632,7
910120.5437554,real74,7502,8
910120.5437554,real1,5378,7
910120.5437554,real63,8121,5
910120.5437554,real41,8579,7
910120.5437554,real57,8787,6
910120.5437554,real70,8748,7
910120.5437554,real10,5566,3
910120.5437554,real28,6122,7
910120.5437554,real27,7300,4
910120.5437554,real84,3992,7
910120.5437554,real87,3063,7
910120.5437554,real2,8201,7
910120.5437554,real3,6241,4
910120.5437554,real21,4583,8
910120.5437554,real23,5766,8
910120.5437554,real96,8547,5
910120.5437554,real46,2789,8
910120.5437554,real47,3243,8
910120.5437554,real85,5735,8
910120.5819444444444444564561569,real33,9058,5
910120.5819444444444444564561569,real35,6639,6
910120.5819444444444444564561569,real79,1525,3
910120.5819444444444444564561569,real18,2550,8
910120.5819444444444444564561569,real24,13885,7
910120.5819444444444444564561569,real54,5684,4
910120.5819444444444444564561569,real48,5999,3
910120.5819444444444444564561569,real6,1847,10
910120.5819444444444444564561569,real7,2260,9
910120.5819444444444444564561569,real68,1655,10
910120.5819444444444444564561569,real38,1642,10
910120.5819444444444444564561569,real58,1079,10
910120.5819444444444444564561569,real86,1616,9
910120.5819444444444444564561569,real17,1229,10
910120.5819444444444444564561569,real71,848,10
910120.5819444444444444564561569,real66,1332,10
910120.5819444444444444564561569,real19,1121,10
910120.5819444444444444564561569,real67,2609,9
910120.5819444444444444564561569,real32,2686,7
910120.5819444444444444564561569,real43,2986,5
910120.5819444444444444564561569,real93,1952,4
910120.5819444444444444564561569,real15,3728,3
910120.5819444444444444564561569,real16,1377,9
910120.5819444444444444564561569,real61,1255,10
910120.5819444444444444564561569,real44,3805,7
910120.5819444444444444564561569,real88,4060,5
910120.5819444444444444564561569,real69,8135,8
910120.5819444444444444564561569,real34,5874,9
910120.5819444444444444564561569,real13,5559,9
910120.5819444444444444564561569,real56,1248,10
910120.5819444444444444564561569,real80,1115,10
910120.5819444444444444564561569,real36,1620,5
910120.5819444444444444564561569,real62,1896,9
910120.5819444444444444564561569,real75,5338,9
910120.5819444444444444564561569,real39,3691,6
910120.5819444444444444564561569,real26,5526,5
910120.5819444444444444564561569,real37,4322,6
910120.5819444444444444564561569,real90,1860,10
910120.5819444444444444564561569,real72,2495,9
910120.5819444444444444564561569,real30,1601,10
910120.5819444444444444564561569,real77,1317,10
910120.5819444444444444564561569,real59,2598,10
910120.5819444444444444564561569,real73,2100,10
910120.5819444444444444564561569,real89,3414,10
910120.5819444444444444564561569,real82,8361,9
910120.5819444444444444564561569,real94,1258,10
910120.5819444444444444564561569,real64,4437,9
910120.5819444444444444564561569,real20,987,10
910120.5819444444444444564561569,real5,2865,10
910120.5819444444444444564561569,real40,3748,9
910120.5819444444444444564561569,real22,3012,8
910120.5819444444444444564561569,real25,3553,9
910120.5819444444444444564561569,real9,3664,10
910120.5819444444444444564561569,real53,6172,9
910120.5819444444444444564561569,real60,8940,9
910120.5819444444444444564561569,real92,10527,10
910120.5819444444444444564561569,real91,5525,4
910120.5819444444444444564561569,real8,2911,3
910120.5819444444444444564561569,real4,1800,10
910120.5819444444444444564561569,real49,1814,10
910120.5819444444444444564561569,real31,6256,4
910120.5819444444444444564561569,real55,4301,10
910120.5819444444444444564561569,real14,14503,6
910120.5819444444444444564561569,real42,7581,7
910120.5819444444444444564561569,real50,1104,10
910120.5819444444444444564561569,real12,1402,10
910120.5819444444444444564561569,real11,2831,9
910120.5819444444444444564561569,real65,2276,9
910120.5819444444444444564561569,real95,6201,6
910120.5819444444444444564561569,real52,1536,10
910120.5819444444444444564561569,real78,1912,9
910120.5819444444444444564561569,real81,1281,10
910120.5819444444444444564561569,real76,1911,9
910120.5819444444444444564561569,real45,2039,10
910120.5819444444444444564561569,real29,1452,10
910120.5819444444444444564561569,real83,1887,8
910120.5819444444444444564561569,real51,2630,10
910120.5819444444444444564561569,real74,907,10
910120.5819444444444444564561569,real1,3692,9
910120.5819444444444444564561569,real63,5535,8
910120.5819444444444444564561569,real41,1112,10
910120.5819444444444444564561569,real57,5104,9
910120.5819444444444444564561569,real70,8979,10
910120.5819444444444444564561569,real10,11971,6
910120.5819444444444444564561569,real28,2938,10
910120.5819444444444444564561569,real27,1459,10
910120.5819444444444444564561569,real84,1807,9
910120.5819444444444444564561569,real87,940,10
910120.5819444444444444564561569,real2,7507,9
910120.5819444444444444564561569,real3,19086,8
910120.5819444444444444564561569,real21,1599,10
910120.5819444444444444564561569,real23,812,10
910120.5819444444444444564561569,real96,6147,8
910120.5819444444444444564561569,real46,1668,10
910120.5819444444444444564561569,real47,4415,7
910120.5819444444444444564561569,real85,2373,9
911120.4951388888888899814654,real33,6058,6
911120.4951388888888899814654,real35,3895,7
911120.4951388888888899814654,real79,3978,3
911120.4951388888888899814654,real18,4177,7
911120.4951388888888899814654,real24,5401,8
911120.4951388888888899814654,real54,5008,6
911120.4951388888888899814654,real48,8535,7
911120.4951388888888899814654,real6,22441,9
911120.4951388888888899814654,real7,6446,8
911120.4951388888888899814654,real68,4603,9
911120.4951388888888899814654,real38,6137,9
911120.4951388888888899814654,real58,3955,8
911120.4951388888888899814654,real86,8082,7
911120.4951388888888899814654,real17,3550,8
911120.4951388888888899814654,real71,4022,9
911120.4951388888888899814654,real66,4836,8
911120.4951388888888899814654,real19,4616,9
911120.4951388888888899814654,real67,12781,9
911120.4951388888888899814654,real32,4527,7
911120.4951388888888899814654,real43,3120,7
911120.4951388888888899814654,real93,5969,7
911120.4951388888888899814654,real15,10433,4
911120.4951388888888899814654,real16,4336,7
911120.4951388888888899814654,real61,6194,9
911120.4951388888888899814654,real44,4208,7
911120.4951388888888899814654,real88,6247,8
911120.4951388888888899814654,real69,4716,8
911120.4951388888888899814654,real34,3654,9
911120.4951388888888899814654,real13,12256,6
911120.4951388888888899814654,real56,9391,8
911120.4951388888888899814654,real80,2143,9
911120.4951388888888899814654,real36,4055,5
911120.4951388888888899814654,real62,6348,8
911120.4951388888888899814654,real75,3997,9
911120.4951388888888899814654,real39,4947,7
911120.4951388888888899814654,real26,15628,9
911120.4951388888888899814654,real37,5932,8
911120.4951388888888899814654,real90,10550,6
911120.4951388888888899814654,real72,4968,9
911120.4951388888888899814654,real30,7240,9
911120.4951388888888899814654,real77,4899,10
911120.4951388888888899814654,real59,6558,9
911120.4951388888888899814654,real73,4135,10
911120.4951388888888899814654,real89,2680,9
911120.4951388888888899814654,real82,5738,8
911120.4951388888888899814654,real94,3684,9
911120.4951388888888899814654,real64,17455,8
911120.4951388888888899814654,real20,6631,5
911120.4951388888888899814654,real5,3415,10
911120.4951388888888899814654,real40,3621,9
911120.4951388888888899814654,real22,6674,5
911120.4951388888888899814654,real25,13423,2
911120.4951388888888899814654,real9,6276,7
911120.4951388888888899814654,real53,4760,1
911120.4951388888888899814654,real60,10608,5
911120.4951388888888899814654,real92,3608,10
911120.4951388888888899814654,real91,7101,5
911120.4951388888888899814654,real8,5152,4
911120.4951388888888899814654,real4,3945,10
911120.4951388888888899814654,real49,7577,9
911120.4951388888888899814654,real31,4863,5
911120.4951388888888899814654,real55,3219,10
911120.4951388888888899814654,real14,4584,9
911120.4951388888888899814654,real42,9175,5
911120.4951388888888899814654,real50,2788,10
911120.4951388888888899814654,real12,3962,8
911120.4951388888888899814654,real11,3890,9
911120.4951388888888899814654,real65,4477,7
911120.4951388888888899814654,real95,2946,8
911120.4951388888888899814654,real52,1842,9
911120.4951388888888899814654,real78,6454,8
911120.4951388888888899814654,real81,4403,10
911120.4951388888888899814654,real76,4901,8
911120.4951388888888899814654,real45,5632,8
911120.4951388888888899814654,real29,4054,10
911120.4951388888888899814654,real83,3762,8
911120.4951388888888899814654,real51,6166,6
911120.4951388888888899814654,real74,5534,10
911120.4951388888888899814654,real1,4311,8
911120.4951388888888899814654,real63,2065,9
911120.4951388888888899814654,real41,5492,10
911120.4951388888888899814654,real57,2727,8
911120.4951388888888899814654,real70,1272,9
911120.4951388888888899814654,real10,4267,2
911120.4951388888888899814654,real28,6021,9
911120.4951388888888899814654,real27,7803,7
911120.4951388888888899814654,real84,2738,9
911120.4951388888888899814654,real87,3195,10
911120.4951388888888899814654,real2,8897,7
911120.4951388888888899814654,real3,4229,7
911120.4951388888888899814654,real21,3842,10
911120.4951388888888899814654,real23,3647,10
911120.4951388888888899814654,real96,7211,5
911120.4951388888888899814654,real46,3330,10
911120.4951388888888899814654,real47,2954,8
911120.4951388888888899814654,real85,4570,9
912120.3756944444444448,real33,7869,5
912120.3756944444444448,real35,2250,5
912120.3756944444444448,real79,2813,5
912120.3756944444444448,real18,3355,10
912120.3756944444444448,real24,8554,5
912120.3756944444444448,real54,2252,10
912120.3756944444444448,real48,3263,1
912120.3756944444444448,real6,1795,10
912120.3756944444444448,real7,3131,10
912120.3756944444444448,real68,4451,5
912120.3756944444444448,real38,3944,10
912120.3756944444444448,real58,7584,5
912120.3756944444444448,real86,5070,5
912120.3756944444444448,real17,1850,10
912120.3756944444444448,real71,3358,10
912120.3756944444444448,real66,5766,5
912120.3756944444444448,real19,1952,10
912120.3756944444444448,real67,1904,10
912120.3756944444444448,real32,3290,5
912120.3756944444444448,real43,3213,5
912120.3756944444444448,real93,9653,5
912120.3756944444444448,real15,5668,1
912120.3756944444444448,real16,4664,5
912120.3756944444444448,real61,1892,10
912120.3756944444444448,real44,7866,5
912120.3756944444444448,real88,6903,5
912120.3756944444444448,real69,3795,10
912120.3756944444444448,real34,4177,5
912120.3756944444444448,real13,3259,5
912120.3756944444444448,real56,2783,10
912120.3756944444444448,real80,2573,10
912120.3756944444444448,real36,3412,10
912120.3756944444444448,real62,4032,10
912120.3756944444444448,real75,5685,5
912120.3756944444444448,real39,4393,10
912120.3756944444444448,real26,5591,10
912120.3756944444444448,real37,3302,10
912120.3756944444444448,real90,4680,10
912120.3756944444444448,real72,4963,10
912120.3756944444444448,real30,3003,10
912120.3756944444444448,real77,3179,10
912120.3756944444444448,real59,4969,10
912120.3756944444444448,real73,3937,10
912120.3756944444444448,real89,5986,5
912120.3756944444444448,real82,4351,10
912120.3756944444444448,real94,2831,10
912120.3756944444444448,real64,1452,10
912120.3756944444444448,real20,1152,10
912120.3756944444444448,real5,5160,10
912120.3756944444444448,real40,2384,10
912120.3756944444444448,real22,1855,10
912120.3756944444444448,real25,5195,10
912120.3756944444444448,real9,3034,10
912120.3756944444444448,real53,3983,5
912120.3756944444444448,real60,5222,10
912120.3756944444444448,real92,2636,10
912120.3756944444444448,real91,2490,10
912120.3756944444444448,real8,3469,5
912120.3756944444444448,real4,5064,10
912120.3756944444444448,real49,5020,10
912120.3756944444444448,real31,6157,5
912120.3756944444444448,real55,2582,10
912120.3756944444444448,real14,2501,10
912120.3756944444444448,real42,4143,5
912120.3756944444444448,real50,3330,10
912120.3756944444444448,real12,2819,10
912120.3756944444444448,real11,4040,10
912120.3756944444444448,real65,3117,5
912120.3756944444444448,real95,4974,10
912120.3756944444444448,real52,2014,5
912120.3756944444444448,real78,2731,10
912120.3756944444444448,real81,2523,10
912120.3756944444444448,real76,3571,10
912120.3756944444444448,real45,7386,10
912120.3756944444444448,real29,1243,10
912120.3756944444444448,real83,1558,10
912120.3756944444444448,real51,3421,5
912120.3756944444444448,real74,4098,10
912120.3756944444444448,real1,4212,5
912120.3756944444444448,real63,5378,10
912120.3756944444444448,real41,2686,10
912120.3756944444444448,real57,4280,10
912120.3756944444444448,real70,3907,5
912120.3756944444444448,real10,4078,5
912120.3756944444444448,real28,3061,5
912120.3756944444444448,real27,5409,10
912120.3756944444444448,real84,2159,10
912120.3756944444444448,real87,1270,10
912120.3756944444444448,real2,3516,5
912120.3756944444444448,real3,2957,5
912120.3756944444444448,real21,2526,10
912120.3756944444444448,real23,1975,10
912120.3756944444444448,real96,4774,5
912120.3756944444444448,real46,1926,10
912120.3756944444444448,real47,1631,10
912120.3756944444444448,real85,6483,5
912120.3972222222222228,real33,5554,2
912120.3972222222222228,real35,3019,3
912120.3972222222222228,real79,4360,2
912120.3972222222222228,real18,4536,9
912120.3972222222222228,real24,3674,9
912120.3972222222222228,real54,3821,4
912120.3972222222222228,real48,3467,2
912120.3972222222222228,real6,4086,9
912120.3972222222222228,real7,2206,9
912120.3972222222222228,real68,4476,3
912120.3972222222222228,real38,1647,9
912120.3972222222222228,real58,1210,9
912120.3972222222222228,real86,2936,4
912120.3972222222222228,real17,3089,3
912120.3972222222222228,real71,2820,9
912120.3972222222222228,real66,1929,6
912120.3972222222222228,real19,1453,9
912120.3972222222222228,real67,1104,9
912120.3972222222222228,real32,5185,6
912120.3972222222222228,real43,2121,4
912120.3972222222222228,real93,2612,9
912120.3972222222222228,real15,2857,9
912120.3972222222222228,real16,2117,4
912120.3972222222222228,real61,1670,9
912120.3972222222222228,real44,8363,3
912120.3972222222222228,real88,3068,2
912120.3972222222222228,real69,2087,4
912120.3972222222222228,real34,1778,9
912120.3972222222222228,real13,4581,8
912120.3972222222222228,real56,1588,9
912120.3972222222222228,real80,2147,6
912120.3972222222222228,real36,1666,4
912120.3972222222222228,real62,1481,9
912120.3972222222222228,real75,1563,9
912120.3972222222222228,real39,7666,6
912120.3972222222222228,real26,2127,4
912120.3972222222222228,real37,2509,9
912120.3972222222222228,real90,1799,9
912120.3972222222222228,real72,1653,6
912120.3972222222222228,real30,1840,9
912120.3972222222222228,real77,5370,9
912120.3972222222222228,real59,2283,7
912120.3972222222222228,real73,1933,9
912120.3972222222222228,real89,2213,6
912120.3972222222222228,real82,2508,7
912120.3972222222222228,real94,1302,9
912120.3972222222222228,real64,1920,9
912120.3972222222222228,real20,2176,9
912120.3972222222222228,real5,1403,9
912120.3972222222222228,real40,1448,6
912120.3972222222222228,real22,1988,5
912120.3972222222222228,real25,1882,7
912120.3972222222222228,real9,2296,8
912120.3972222222222228,real53,3514,3
912120.3972222222222228,real60,1716,4
912120.3972222222222228,real92,1213,9
912120.3972222222222228,real91,1691,4
912120.3972222222222228,real8,1422,3
912120.3972222222222228,real4,1410,9
912120.3972222222222228,real49,3271,3
912120.3972222222222228,real31,7948,7
912120.3972222222222228,real55,1126,9
912120.3972222222222228,real14,1351,9
912120.3972222222222228,real42,4014,5
912120.3972222222222228,real50,2357,9
912120.3972222222222228,real12,2037,8
912120.3972222222222228,real11,4241,5
912120.3972222222222228,real65,2118,2
912120.3972222222222228,real95,2521,9
912120.3972222222222228,real52,3514,4
912120.3972222222222228,real78,1548,9
912120.3972222222222228,real81,1107,9
912120.3972222222222228,real76,2848,2
912120.3972222222222228,real45,1260,2
912120.3972222222222228,real29,1295,9
912120.3972222222222228,real83,2033,4
912120.3972222222222228,real51,2141,5
912120.3972222222222228,real74,1590,9
912120.3972222222222228,real1,2676,8
912120.3972222222222228,real63,1967,5
912120.3972222222222228,real41,1118,9
912120.3972222222222228,real57,1887,7
912120.3972222222222228,real70,1913,9
912120.3972222222222228,real10,2978,2
912120.3972222222222228,real28,2091,6
912120.3972222222222228,real27,1301,9
912120.3972222222222228,real84,1759,9
912120.3972222222222228,real87,742,9
912120.3972222222222228,real2,9155,5
912120.3972222222222228,real3,2477,1
912120.3972222222222228,real21,1840,9
912120.3972222222222228,real23,7092,9
912120.3972222222222228,real96,5164,3
912120.3972222222222228,real46,1228,9
912120.3972222222222228,real47,1712,9
912120.3972222222222228,real85,1065,9
912120.4104166666666678,real33,7772,4
912120.4104166666666678,real35,4821,8
912120.4104166666666678,real79,3595,2
912120.4104166666666678,real18,5762,6
912120.4104166666666678,real24,5275,8
912120.4104166666666678,real54,3799,6
912120.4104166666666678,real48,5933,5
912120.4104166666666678,real6,2807,6
912120.4104166666666678,real7,3411,6
912120.4104166666666678,real68,3288,4
912120.4104166666666678,real38,5147,7
912120.4104166666666678,real58,2428,8
912120.4104166666666678,real86,8031,8
912120.4104166666666678,real17,6901,7
912120.4104166666666678,real71,3744,9
912120.4104166666666678,real66,6025,2
912120.4104166666666678,real19,3851,6
912120.4104166666666678,real67,6759,6
912120.4104166666666678,real32,3216,2
912120.4104166666666678,real43,6365,7
912120.4104166666666678,real93,5313,9
912120.4104166666666678,real15,4403,2
912120.4104166666666678,real16,5929,7
912120.4104166666666678,real61,4347,6
912120.4104166666666678,real44,5114,2
912120.4104166666666678,real88,4580,8
912120.4104166666666678,real69,3723,6
912120.4104166666666678,real34,3773,9
912120.4104166666666678,real13,9488,8
912120.4104166666666678,real56,5981,4
912120.4104166666666678,real80,5813,8
912120.4104166666666678,real36,11947,3
912120.4104166666666678,real62,4345,6
912120.4104166666666678,real75,3545,8
912120.4104166666666678,real39,4866,1
912120.4104166666666678,real26,4109,5
912120.4104166666666678,real37,6287,7
912120.4104166666666678,real90,4667,2
912120.4104166666666678,real72,9998,9
912120.4104166666666678,real30,3999,10
912120.4104166666666678,real77,6748,5
912120.4104166666666678,real59,5085,4
912120.4104166666666678,real73,2816,8
912120.4104166666666678,real89,2918,9
912120.4104166666666678,real82,3104,9
912120.4104166666666678,real94,1554,9
912120.4104166666666678,real64,2562,9
912120.4104166666666678,real20,9864,3
912120.4104166666666678,real5,2752,8
912120.4104166666666678,real40,3519,8
912120.4104166666666678,real22,5737,2
912120.4104166666666678,real25,7715,1
912120.4104166666666678,real9,3295,10
912120.4104166666666678,real53,3361,1
912120.4104166666666678,real60,5256,9
912120.4104166666666678,real92,2205,6
912120.4104166666666678,real91,5020,2
912120.4104166666666678,real8,4626,6
912120.4104166666666678,real4,5599,3
912120.4104166666666678,real49,4550,10
912120.4104166666666678,real31,4184,10
912120.4104166666666678,real55,4727,9
912120.4104166666666678,real14,5576,8
912120.4104166666666678,real42,2712,5
912120.4104166666666678,real50,4464,9
912120.4104166666666678,real12,3427,10
912120.4104166666666678,real11,4736,4
912120.4104166666666678,real65,3466,9
912120.4104166666666678,real95,6236,10
912120.4104166666666678,real52,3050,1
912120.4104166666666678,real78,3758,6
912120.4104166666666678,real81,2255,9
912120.4104166666666678,real76,5823,4
912120.4104166666666678,real45,5757,4
912120.4104166666666678,real29,4926,7
912120.4104166666666678,real83,2583,10
912120.4104166666666678,real51,4567,5
912120.4104166666666678,real74,4598,8
912120.4104166666666678,real1,2469,10
912120.4104166666666678,real63,2712,2
912120.4104166666666678,real41,2972,7
912120.4104166666666678,real57,2835,9
912120.4104166666666678,real70,4399,5
912120.4104166666666678,real10,6958,1
912120.4104166666666678,real28,3238,9
912120.4104166666666678,real27,4490,5
912120.4104166666666678,real84,2397,9
912120.4104166666666678,real87,3211,6
912120.4104166666666678,real2,7132,2
912120.4104166666666678,real3,5086,6
912120.4104166666666678,real21,2784,7
912120.4104166666666678,real23,5048,9
912120.4104166666666678,real96,4206,1
912120.4104166666666678,real46,2708,6
912120.4104166666666678,real47,2454,9
912120.4104166666666678,real85,5418,7
912120.49097222222222245,real33,3489,6
912120.49097222222222245,real35,3676,5
912120.49097222222222245,real79,3103,6
912120.49097222222222245,real18,2553,7
912120.49097222222222245,real24,5617,7
912120.49097222222222245,real54,2032,3
912120.49097222222222245,real48,3548,6
912120.49097222222222245,real6,2108,9
912120.49097222222222245,real7,2390,7
912120.49097222222222245,real68,3925,5
912120.49097222222222245,real38,1678,7
912120.49097222222222245,real58,2193,8
912120.49097222222222245,real86,2764,4
912120.49097222222222245,real17,2916,8
912120.49097222222222245,real71,1573,7
912120.49097222222222245,real66,2228,6
912120.49097222222222245,real19,2786,9
912120.49097222222222245,real67,1848,8
912120.49097222222222245,real32,2587,5
912120.49097222222222245,real43,2018,6
912120.49097222222222245,real93,2560,3
912120.49097222222222245,real15,3543,5
912120.49097222222222245,real16,2311,4
912120.49097222222222245,real61,1928,9
912120.49097222222222245,real44,2791,6
912120.49097222222222245,real88,3046,5
912120.49097222222222245,real69,1514,8
912120.49097222222222245,real34,3515,7
912120.49097222222222245,real13,4719,6
912120.49097222222222245,real56,1785,8
912120.49097222222222245,real80,3047,4
912120.49097222222222245,real36,2715,2
912120.49097222222222245,real62,1731,7
912120.49097222222222245,real75,3484,8
912120.49097222222222245,real39,1943,7
912120.49097222222222245,real26,2135,4
912120.49097222222222245,real37,2073,8
912120.49097222222222245,real90,2236,5
912120.49097222222222245,real72,1889,7
912120.49097222222222245,real30,1339,9
912120.49097222222222245,real77,2058,10
912120.49097222222222245,real59,2286,4
912120.49097222222222245,real73,1312,9
912120.49097222222222245,real89,3113,7
912120.49097222222222245,real82,1882,7
912120.49097222222222245,real94,1836,6
912120.49097222222222245,real64,2001,5
912120.49097222222222245,real20,2038,7
912120.49097222222222245,real5,2153,8
912120.49097222222222245,real40,3048,2
912120.49097222222222245,real22,4276,4
912120.49097222222222245,real25,2439,3
912120.49097222222222245,real9,4126,6
912120.49097222222222245,real53,2751,1
912120.49097222222222245,real60,3639,6
912120.49097222222222245,real92,2004,10
912120.49097222222222245,real91,1838,3
912120.49097222222222245,real8,2667,1
912120.49097222222222245,real4,1718,10
912120.49097222222222245,real49,2279,7
912120.49097222222222245,real31,1971,4
912120.49097222222222245,real55,2154,10
912120.49097222222222245,real14,1658,8
912120.49097222222222245,real42,2565,5
912120.49097222222222245,real50,1584,9
912120.49097222222222245,real12,3694,6
912120.49097222222222245,real11,4497,5
912120.49097222222222245,real65,1971,3
912120.49097222222222245,real95,1885,8
912120.49097222222222245,real52,1496,8
912120.49097222222222245,real78,2473,3
912120.49097222222222245,real81,1308,10
912120.49097222222222245,real76,4882,3
912120.49097222222222245,real45,1806,7
912120.49097222222222245,real29,1491,9
912120.49097222222222245,real83,2574,5
912120.49097222222222245,real51,2496,3
912120.49097222222222245,real74,1482,9
912120.49097222222222245,real1,1836,5
912120.49097222222222245,real63,2152,6
912120.49097222222222245,real41,2587,9
912120.49097222222222245,real57,2137,4
912120.49097222222222245,real70,4330,5
912120.49097222222222245,real10,2515,3
912120.49097222222222245,real28,3666,7
912120.49097222222222245,real27,2806,5
912120.49097222222222245,real84,4867,6
912120.49097222222222245,real87,2088,10
912120.49097222222222245,real2,4066,3
912120.49097222222222245,real3,2246,2
912120.49097222222222245,real21,2386,9
912120.49097222222222245,real23,3408,7
912120.49097222222222245,real96,3221,1
912120.49097222222222245,real46,4458,8
912120.49097222222222245,real47,4695,4
912120.49097222222222245,real85,7033,3
912120.624305555555556525922929,real33,5694,7
912120.624305555555556525922929,real35,6552,5
912120.624305555555556525922929,real79,1554,5
912120.624305555555556525922929,real18,3633,7
912120.624305555555556525922929,real24,6645,6
912120.624305555555556525922929,real54,6634,8
912120.624305555555556525922929,real48,3368,5
912120.624305555555556525922929,real6,2447,7
912120.624305555555556525922929,real7,2372,9
912120.624305555555556525922929,real68,3059,7
912120.624305555555556525922929,real38,4671,6
912120.624305555555556525922929,real58,5659,7
912120.624305555555556525922929,real86,4630,8
912120.624305555555556525922929,real17,2371,8
912120.624305555555556525922929,real71,2082,8
912120.624305555555556525922929,real66,1956,8
912120.624305555555556525922929,real19,1781,8
912120.624305555555556525922929,real67,1611,7
912120.624305555555556525922929,real32,2392,9
912120.624305555555556525922929,real43,3590,6
912120.624305555555556525922929,real93,2444,8
912120.624305555555556525922929,real15,2289,5
912120.624305555555556525922929,real16,3539,6
912120.624305555555556525922929,real61,2077,9
912120.624305555555556525922929,real44,3892,8
912120.624305555555556525922929,real88,2735,6
912120.624305555555556525922929,real69,1944,7
912120.624305555555556525922929,real34,3447,10
912120.624305555555556525922929,real13,1841,8
912120.624305555555556525922929,real56,2422,7
912120.624305555555556525922929,real80,2651,8
912120.624305555555556525922929,real36,3558,6
912120.624305555555556525922929,real62,1665,7
912120.624305555555556525922929,real75,3348,8
912120.624305555555556525922929,real39,3236,8
912120.624305555555556525922929,real26,2841,6
912120.624305555555556525922929,real37,5346,8
912120.624305555555556525922929,real90,1651,7
912120.624305555555556525922929,real72,2854,8
912120.624305555555556525922929,real30,1883,9
912120.624305555555556525922929,real77,2328,8
912120.624305555555556525922929,real59,2600,6
912120.624305555555556525922929,real73,2342,8
912120.624305555555556525922929,real89,4254,8
912120.624305555555556525922929,real82,6929,8
912120.624305555555556525922929,real94,2131,8
912120.624305555555556525922929,real64,2012,9
912120.624305555555556525922929,real20,3841,9
912120.624305555555556525922929,real5,6630,10
912120.624305555555556525922929,real40,2900,9
912120.624305555555556525922929,real22,1886,9
912120.624305555555556525922929,real25,3568,7
912120.624305555555556525922929,real9,2512,9
912120.624305555555556525922929,real53,4466,9
912120.624305555555556525922929,real60,4781,7
912120.624305555555556525922929,real92,2565,8
912120.624305555555556525922929,real91,9703,8
912120.624305555555556525922929,real8,3860,6
912120.624305555555556525922929,real4,3079,7
912120.624305555555556525922929,real49,3410,10
912120.624305555555556525922929,real31,3665,7
912120.624305555555556525922929,real55,3045,8
912120.624305555555556525922929,real14,4537,9
912120.624305555555556525922929,real42,4041,8
912120.624305555555556525922929,real50,1579,7
912120.624305555555556525922929,real12,2425,9
912120.624305555555556525922929,real11,7374,9
912120.624305555555556525922929,real65,3031,7
912120.624305555555556525922929,real95,3468,9
912120.624305555555556525922929,real52,4624,5
912120.624305555555556525922929,real78,9293,6
