expno,rating,orginalcode,id,speed,error,whichhand,LR_switch,finger_switch,rha,word_length,letter_freq,real_fake,speed_c
1_2,8,slek,24,98,52,Right,3,3,0,4,5.9565,1,38.17
1_2,6,spak,24,98,52,Right,3,3,0,4,4.29875,1,38.17
1_2,3,alak,24,98,52,Right,3,3,0,4,5.28275,1,38.17
1_2,7,lale,24,98,52,Right,3,3,0,4,7.22975,1,38.17
1_2,6,mepe,24,98,52,Right,3,3,0,4,7.43475,1,38.17
1_2,3,rocl,24,98,52,Right,3,3,0,4,5.07525,1,38.17
1_2,1,rorp,24,98,52,Right,3,3,0,4,5.3525,1,38.17
1_2,7,jote,24,98,52,Right,1,3,0,4,7.3545,1,38.17
1_2,5,mobe,24,98,52,Right,1,3,0,4,6.02675,1,38.17
1_2,6,yote,24,98,52,Right,1,3,0,4,7.80975,1,38.17
1_2,4,yove,24,98,52,Right,1,3,0,4,5.79025,1,38.17
1_2,4,yoze,24,98,52,Right,1,3,0,4,5.56425,1,38.17
1_2,5,deho,24,98,52,Right,1,2,0,4,7.639,1,38.17
1_2,8,edop,24,98,52,Right,1,2,0,4,6.59775,1,38.17
1_2,6,frol,24,98,52,Right,1,1,0,4,4.93675,1,38.17
1_2,3,loac,24,98,52,Right,1,2,0,4,5.62025,1,38.17
1_2,5,olra,24,98,52,Right,1,2,0,4,6.4215,1,38.17
1_2,6,yeem,24,98,52,Right,2,2,0,4,7.446,1,38.17
1_2,5,faw,25,93,46,right,0,2,-3,3,4.251666667,1,33.17
1_2,3,resz,25,93,46,right,0,3,-4,4,6.2725,1,33.17
1_2,6,saf,25,93,46,right,0,2,-3,3,5.574,1,33.17
1_2,3,zers,25,93,46,right,0,3,-4,4,6.2725,1,33.17
1_2,3,zet,25,93,46,right,0,2,-3,3,7.277333333,1,33.17
1_2,3,dafe,25,93,46,right,0,3,-4,4,6.8375,1,33.17
1_2,3,tafe,25,93,46,right,0,3,-4,4,8.03825,1,33.17
1_2,2,zade,25,93,46,right,0,1,-4,4,6.299,1,33.17
1_2,3,zeef,25,93,46,right,0,2,-4,4,6.9265,1,33.17
1_2,3,zeeg,25,93,46,right,0,2,-4,4,6.87325,1,33.17
1_2,3,hilp,25,93,46,right,0,3,4,4,4.7535,1,33.17
1_2,2,hok,25,93,46,right,0,2,3,3,4.791,1,33.17
1_2,7,joi,25,93,46,right,0,2,3,3,4.875333333,1,33.17
1_2,2,kop,25,93,46,right,0,2,3,3,3.402666667,1,33.17
1_2,3,mok,25,93,46,right,0,2,3,3,3.561666667,1,33.17
1_2,6,hiol,25,93,46,right,0,2,4,4,6.148,1,33.17
1_2,4,kiy,25,93,46,right,0,1,3,3,3.237333333,1,33.17
1_2,2,poom,25,93,46,right,0,2,4,4,4.83725,1,33.17
1_2,3,yoom,25,93,46,right,0,2,4,4,4.8485,1,33.17
1_2,4,yoon,25,93,46,right,0,2,4,4,5.93425,1,33.17
1_2,5,pabe,25,93,46,right,1,3,-2,4,6.0725,1,33.17
1_2,4,yage,25,93,46,right,1,3,-2,4,6.2145,1,33.17
1_2,1,zofe,25,93,46,right,2,3,-2,4,5.62775,1,33.17
1_2,2,zoge,25,93,46,right,2,3,-2,4,5.5745,1,33.17
1_2,3,zote,25,93,46,right,2,3,-2,4,7.33475,1,33.17
1_2,4,jeet,25,93,46,right,1,2,-2,4,8.65325,1,33.17
1_2,3,tofe,25,93,46,right,2,3,-2,4,7.87325,1,33.17
1_2,2,vofe,25,93,46,right,2,3,-2,4,5.85375,1,33.17
1_2,1,zape,25,93,46,right,2,2,-2,4,5.718,1,33.17
1_2,3,fope,25,93,46,right,2,3,0,4,6.0915,1,33.17
1_2,4,pome,25,93,46,right,1,3,2,4,6.136,1,33.17
1_2,4,yope,25,93,46,right,1,3,2,4,6.028,1,33.17
1_2,2,zoke,25,93,46,right,2,3,0,4,5.26375,1,33.17
1_2,2,zope,25,93,46,right,2,3,0,4,5.553,1,33.17
1_2,4,doof,25,93,46,right,2,2,0,4,5.37375,1,33.17
1_2,4,noof,25,93,46,right,1,2,2,4,5.99775,1,33.17
1_2,4,toog,25,93,46,right,2,2,0,4,6.52125,1,33.17
1_2,6,yoob,25,93,46,right,1,2,2,4,4.62,1,33.17
1_2,2,zood,25,93,46,right,2,2,0,4,4.83525,1,33.17
1_2,3,pame,25,93,46,right,3,3,0,4,6.301,1,33.17
1_2,5,peks,25,93,46,right,3,3,0,4,5.4325,1,33.17
1_2,2,slek,25,93,46,right,3,3,0,4,5.9565,1,33.17
1_2,3,spak,25,93,46,right,3,3,0,4,4.29875,1,33.17
1_2,3,alak,25,93,46,right,3,3,0,4,5.28275,1,33.17
1_2,3,lale,25,93,46,right,3,3,0,4,7.22975,1,33.17
1_2,3,mepe,25,93,46,right,3,3,0,4,7.43475,1,33.17
1_2,3,rocl,25,93,46,right,3,3,0,4,5.07525,1,33.17
1_2,2,rorp,25,93,46,right,3,3,0,4,5.3525,1,33.17
1_2,4,jote,25,93,46,right,1,3,0,4,7.3545,1,33.17
1_2,3,mobe,25,93,46,right,1,3,0,4,6.02675,1,33.17
1_2,2,yote,25,93,46,right,1,3,0,4,7.80975,1,33.17
1_2,4,yove,25,93,46,right,1,3,0,4,5.79025,1,33.17
1_2,3,yoze,25,93,46,right,1,3,0,4,5.56425,1,33.17
1_2,3,deho,25,93,46,right,1,2,0,4,7.639,1,33.17
1_2,2,edop,25,93,46,right,1,2,0,4,6.59775,1,33.17
1_2,5,frol,25,93,46,right,1,1,0,4,4.93675,1,33.17
1_2,6,loac,25,93,46,right,1,2,0,4,5.62025,1,33.17
1_2,5,olra,25,93,46,right,1,2,0,4,6.4215,1,33.17
1_2,2,yeem,25,93,46,right,2,2,0,4,7.446,1,33.17
1_2,4,faw,26,94,38,left,0,2,-3,3,4.251666667,1,34.17
1_2,2,resz,26,94,38,left,0,3,-4,4,6.2725,1,34.17
1_2,1,saf,26,94,38,left,0,2,-3,3,5.574,1,34.17
1_2,2,zers,26,94,38,left,0,3,-4,4,6.2725,1,34.17
1_2,1,zet,26,94,38,left,0,2,-3,3,7.277333333,1,34.17
1_2,5,dafe,26,94,38,left,0,3,-4,4,6.8375,1,34.17
1_2,3,tafe,26,94,38,left,0,3,-4,4,8.03825,1,34.17
1_2,1,zade,26,94,38,left,0,1,-4,4,6.299,1,34.17
1_2,1,zeef,26,94,38,left,0,2,-4,4,6.9265,1,34.17
1_2,5,zeeg,26,94,38,left,0,2,-4,4,6.87325,1,34.17
1_2,3,hilp,26,94,38,left,0,3,4,4,4.7535,1,34.17
1_2,1,hok,26,94,38,left,0,2,3,3,4.791,1,34.17
1_2,1,joi,26,94,38,left,0,2,3,3,4.875333333,1,34.17
1_2,2,kop,26,94,38,left,0,2,3,3,3.402666667,1,34.17
1_2,1,mok,26,94,38,left,0,2,3,3,3.561666667,1,34.17
1_2,1,hiol,26,94,38,left,0,2,4,4,6.148,1,34.17
1_2,1,kiy,26,94,38,left,0,1,3,3,3.237333333,1,34.17
1_2,1,poom,26,94,38,left,0,2,4,4,4.83725,1,34.17
1_2,1,yoom,26,94,38,left,0,2,4,4,4.8485,1,34.17
1_2,1,yoon,26,94,38,left,0,2,4,4,5.93425,1,34.17
1_2,1,pabe,26,94,38,left,1,3,-2,4,6.0725,1,34.17
1_2,1,yage,26,94,38,left,1,3,-2,4,6.2145,1,34.17
1_2,1,zofe,26,94,38,left,2,3,-2,4,5.62775,1,34.17
1_2,5,zoge,26,94,38,left,2,3,-2,4,5.5745,1,34.17
1_2,1,zote,26,94,38,left,2,3,-2,4,7.33475,1,34.17
1_2,2,jeet,26,94,38,left,1,2,-2,4,8.65325,1,34.17
1_2,1,tofe,26,94,38,left,2,3,-2,4,7.87325,1,34.17
1_2,1,vofe,26,94,38,left,2,3,-2,4,5.85375,1,34.17
1_2,5,zape,26,94,38,left,2,2,-2,4,5.718,1,34.17
1_2,1,fope,26,94,38,left,2,3,0,4,6.0915,1,34.17
1_2,3,pome,26,94,38,left,1,3,2,4,6.136,1,34.17
1_2,1,yope,26,94,38,left,1,3,2,4,6.028,1,34.17
1_2,1,zoke,26,94,38,left,2,3,0,4,5.26375,1,34.17
1_2,1,zope,26,94,38,left,2,3,0,4,5.553,1,34.17
1_2,3,doof,26,94,38,left,2,2,0,4,5.37375,1,34.17
1_2,1,noof,26,94,38,left,1,2,2,4,5.99775,1,34.17
1_2,1,toog,26,94,38,left,2,2,0,4,6.52125,1,34.17
1_2,1,yoob,26,94,38,left,1,2,2,4,4.62,1,34.17
1_2,1,zood,26,94,38,left,2,2,0,4,4.83525,1,34.17
1_2,1,pame,26,94,38,left,3,3,0,4,6.301,1,34.17
1_2,2,peks,26,94,38,left,3,3,0,4,5.4325,1,34.17
1_2,1,slek,26,94,38,left,3,3,0,4,5.9565,1,34.17
1_2,1,spak,26,94,38,left,3,3,0,4,4.29875,1,34.17
1_2,1,alak,26,94,38,left,3,3,0,4,5.28275,1,34.17
1_2,1,lale,26,94,38,left,3,3,0,4,7.22975,1,34.17
1_2,1,mepe,26,94,38,left,3,3,0,4,7.43475,1,34.17
1_2,1,rocl,26,94,38,left,3,3,0,4,5.07525,1,34.17
1_2,1,rorp,26,94,38,left,3,3,0,4,5.3525,1,34.17
1_2,3,jote,26,94,38,left,1,3,0,4,7.3545,1,34.17
1_2,1,mobe,26,94,38,left,1,3,0,4,6.02675,1,34.17
1_2,1,yote,26,94,38,left,1,3,0,4,7.80975,1,34.17
1_2,1,yove,26,94,38,left,1,3,0,4,5.79025,1,34.17
1_2,1,yoze,26,94,38,left,1,3,0,4,5.56425,1,34.17
1_2,1,deho,26,94,38,left,1,2,0,4,7.639,1,34.17
1_2,2,edop,26,94,38,left,1,2,0,4,6.59775,1,34.17
1_2,1,frol,26,94,38,left,1,1,0,4,4.93675,1,34.17
1_2,2,loac,26,94,38,left,1,2,0,4,5.62025,1,34.17
1_2,1,olra,26,94,38,left,1,2,0,4,6.4215,1,34.17
1_2,1,yeem,26,94,38,left,2,2,0,4,7.446,1,34.17
1_2,5,faw,27,86,44,left,0,2,-3,3,4.251666667,1,26.17
1_2,6,resz,27,86,44,left,0,3,-4,4,6.2725,1,26.17
1_2,6,saf,27,86,44,left,0,2,-3,3,5.574,1,26.17
1_2,5,zers,27,86,44,left,0,3,-4,4,6.2725,1,26.17
1_2,5,zet,27,86,44,left,0,2,-3,3,7.277333333,1,26.17
1_2,5,dafe,27,86,44,left,0,3,-4,4,6.8375,1,26.17
1_2,4,tafe,27,86,44,left,0,3,-4,4,8.03825,1,26.17
1_2,5,zade,27,86,44,left,0,1,-4,4,6.299,1,26.17
1_2,4,zeef,27,86,44,left,0,2,-4,4,6.9265,1,26.17
1_2,4,zeeg,27,86,44,left,0,2,-4,4,6.87325,1,26.17
1_2,5,hilp,27,86,44,left,0,3,4,4,4.7535,1,26.17
1_2,5,hok,27,86,44,left,0,2,3,3,4.791,1,26.17
1_2,5,joi,27,86,44,left,0,2,3,3,4.875333333,1,26.17
1_2,5,kop,27,86,44,left,0,2,3,3,3.402666667,1,26.17
1_2,4,mok,27,86,44,left,0,2,3,3,3.561666667,1,26.17
1_2,5,hiol,27,86,44,left,0,2,4,4,6.148,1,26.17
1_2,5,kiy,27,86,44,left,0,1,3,3,3.237333333,1,26.17
1_2,8,poom,27,86,44,left,0,2,4,4,4.83725,1,26.17
1_2,5,yoom,27,86,44,left,0,2,4,4,4.8485,1,26.17
1_2,6,yoon,27,86,44,left,0,2,4,4,5.93425,1,26.17
1_2,5,pabe,27,86,44,left,1,3,-2,4,6.0725,1,26.17
1_2,5,yage,27,86,44,left,1,3,-2,4,6.2145,1,26.17
1_2,4,zofe,27,86,44,left,2,3,-2,4,5.62775,1,26.17
1_2,5,zoge,27,86,44,left,2,3,-2,4,5.5745,1,26.17
1_2,5,zote,27,86,44,left,2,3,-2,4,7.33475,1,26.17
1_2,5,jeet,27,86,44,left,1,2,-2,4,8.65325,1,26.17
1_2,5,tofe,27,86,44,left,2,3,-2,4,7.87325,1,26.17
1_2,5,vofe,27,86,44,left,2,3,-2,4,5.85375,1,26.17
1_2,5,zape,27,86,44,left,2,2,-2,4,5.718,1,26.17
1_2,5,fope,27,86,44,left,2,3,0,4,6.0915,1,26.17
1_2,5,pome,27,86,44,left,1,3,2,4,6.136,1,26.17
1_2,5,yope,27,86,44,left,1,3,2,4,6.028,1,26.17
1_2,7,zoke,27,86,44,left,2,3,0,4,5.26375,1,26.17
1_2,4,zope,27,86,44,left,2,3,0,4,5.553,1,26.17
1_2,4,doof,27,86,44,left,2,2,0,4,5.37375,1,26.17
1_2,5,noof,27,86,44,left,1,2,2,4,5.99775,1,26.17
1_2,4,toog,27,86,44,left,2,2,0,4,6.52125,1,26.17
1_2,5,yoob,27,86,44,left,1,2,2,4,4.62,1,26.17
1_2,4,zood,27,86,44,left,2,2,0,4,4.83525,1,26.17
1_2,6,pame,27,86,44,left,3,3,0,4,6.301,1,26.17
1_2,6,peks,27,86,44,left,3,3,0,4,5.4325,1,26.17
1_2,5,slek,27,86,44,left,3,3,0,4,5.9565,1,26.17
1_2,4,spak,27,86,44,left,3,3,0,4,4.29875,1,26.17
1_2,5,alak,27,86,44,left,3,3,0,4,5.28275,1,26.17
1_2,5,lale,27,86,44,left,3,3,0,4,7.22975,1,26.17
1_2,9,mepe,27,86,44,left,3,3,0,4,7.43475,1,26.17
1_2,5,rocl,27,86,44,left,3,3,0,4,5.07525,1,26.17
1_2,5,rorp,27,86,44,left,3,3,0,4,5.3525,1,26.17
1_2,5,jote,27,86,44,left,1,3,0,4,7.3545,1,26.17
1_2,6,mobe,27,86,44,left,1,3,0,4,6.02675,1,26.17
1_2,7,yote,27,86,44,left,1,3,0,4,7.80975,1,26.17
1_2,5,yove,27,86,44,left,1,3,0,4,5.79025,1,26.17
1_2,4,yoze,27,86,44,left,1,3,0,4,5.56425,1,26.17
1_2,2,deho,27,86,44,left,1,2,0,4,7.639,1,26.17
1_2,7,edop,27,86,44,left,1,2,0,4,6.59775,1,26.17
1_2,6,frol,27,86,44,left,1,1,0,4,4.93675,1,26.17
1_2,5,loac,27,86,44,left,1,2,0,4,5.62025,1,26.17
1_2,4,olra,27,86,44,left,1,2,0,4,6.4215,1,26.17
1_2,5,yeem,27,86,44,left,2,2,0,4,7.446,1,26.17
1_2,5,faw,28,91,59,Right,0,2,-3,3,4.251666667,1,31.17
1_2,3,resz,28,91,59,Right,0,3,-4,4,6.2725,1,31.17
1_2,5,saf,28,91,59,Right,0,2,-3,3,5.574,1,31.17
1_2,5,zers,28,91,59,Right,0,3,-4,4,6.2725,1,31.17
1_2,5,zet,28,91,59,Right,0,2,-3,3,7.277333333,1,31.17
1_2,5,dafe,28,91,59,Right,0,3,-4,4,6.8375,1,31.17
1_2,5,tafe,28,91,59,Right,0,3,-4,4,8.03825,1,31.17
1_2,5,zade,28,91,59,Right,0,1,-4,4,6.299,1,31.17
1_2,4,zeef,28,91,59,Right,0,2,-4,4,6.9265,1,31.17
1_2,5,zeeg,28,91,59,Right,0,2,-4,4,6.87325,1,31.17
1_2,5,hilp,28,91,59,Right,0,3,4,4,4.7535,1,31.17
1_2,5,hok,28,91,59,Right,0,2,3,3,4.791,1,31.17
1_2,5,joi,28,91,59,Right,0,2,3,3,4.875333333,1,31.17
1_2,5,kop,28,91,59,Right,0,2,3,3,3.402666667,1,31.17
1_2,3,mok,28,91,59,Right,0,2,3,3,3.561666667,1,31.17
1_2,1,hiol,28,91,59,Right,0,2,4,4,6.148,1,31.17
1_2,5,kiy,28,91,59,Right,0,1,3,3,3.237333333,1,31.17
1_2,1,poom,28,91,59,Right,0,2,4,4,4.83725,1,31.17
1_2,1,yoom,28,91,59,Right,0,2,4,4,4.8485,1,31.17
1_2,5,yoon,28,91,59,Right,0,2,4,4,5.93425,1,31.17
1_2,5,pabe,28,91,59,Right,1,3,-2,4,6.0725,1,31.17
1_2,6,yage,28,91,59,Right,1,3,-2,4,6.2145,1,31.17
1_2,5,zofe,28,91,59,Right,2,3,-2,4,5.62775,1,31.17
1_2,5,zoge,28,91,59,Right,2,3,-2,4,5.5745,1,31.17
1_2,7,zote,28,91,59,Right,2,3,-2,4,7.33475,1,31.17
1_2,5,jeet,28,91,59,Right,1,2,-2,4,8.65325,1,31.17
1_2,5,tofe,28,91,59,Right,2,3,-2,4,7.87325,1,31.17
1_2,5,vofe,28,91,59,Right,2,3,-2,4,5.85375,1,31.17
1_2,5,zape,28,91,59,Right,2,2,-2,4,5.718,1,31.17
1_2,5,fope,28,91,59,Right,2,3,0,4,6.0915,1,31.17
1_2,5,pome,28,91,59,Right,1,3,2,4,6.136,1,31.17
1_2,5,yope,28,91,59,Right,1,3,2,4,6.028,1,31.17
1_2,5,zoke,28,91,59,Right,2,3,0,4,5.26375,1,31.17
1_2,5,zope,28,91,59,Right,2,3,0,4,5.553,1,31.17
1_2,4,doof,28,91,59,Right,2,2,0,4,5.37375,1,31.17
1_2,5,noof,28,91,59,Right,1,2,2,4,5.99775,1,31.17
1_2,5,toog,28,91,59,Right,2,2,0,4,6.52125,1,31.17
1_2,5,yoob,28,91,59,Right,1,2,2,4,4.62,1,31.17
1_2,5,zood,28,91,59,Right,2,2,0,4,4.83525,1,31.17
1_2,5,pame,28,91,59,Right,3,3,0,4,6.301,1,31.17
1_2,7,peks,28,91,59,Right,3,3,0,4,5.4325,1,31.17
1_2,5,slek,28,91,59,Right,3,3,0,4,5.9565,1,31.17
1_2,5,spak,28,91,59,Right,3,3,0,4,4.29875,1,31.17
1_2,4,alak,28,91,59,Right,3,3,0,4,5.28275,1,31.17
1_2,5,lale,28,91,59,Right,3,3,0,4,7.22975,1,31.17
1_2,5,mepe,28,91,59,Right,3,3,0,4,7.43475,1,31.17
1_2,5,rocl,28,91,59,Right,3,3,0,4,5.07525,1,31.17
1_2,5,rorp,28,91,59,Right,3,3,0,4,5.3525,1,31.17
1_2,5,jote,28,91,59,Right,1,3,0,4,7.3545,1,31.17
1_2,5,mobe,28,91,59,Right,1,3,0,4,6.02675,1,31.17
1_2,5,yote,28,91,59,Right,1,3,0,4,7.80975,1,31.17
1_2,5,yove,28,91,59,Right,1,3,0,4,5.79025,1,31.17
1_2,1,yoze,28,91,59,Right,1,3,0,4,5.56425,1,31.17
1_2,5,deho,28,91,59,Right,1,2,0,4,7.639,1,31.17
1_2,5,edop,28,91,59,Right,1,2,0,4,6.59775,1,31.17
1_2,5,frol,28,91,59,Right,1,1,0,4,4.93675,1,31.17
1_2,5,loac,28,91,59,Right,1,2,0,4,5.62025,1,31.17
1_2,5,olra,28,91,59,Right,1,2,0,4,6.4215,1,31.17
1_2,5,yeem,28,91,59,Right,2,2,0,4,7.446,1,31.17
1_2,4,faw,29,98,51,right,0,2,-3,3,4.251666667,1,38.17
1_2,6,resz,29,98,51,right,0,3,-4,4,6.2725,1,38.17
1_2,4,saf,29,98,51,right,0,2,-3,3,5.574,1,38.17
1_2,3,zers,29,98,51,right,0,3,-4,4,6.2725,1,38.17
1_2,1,zet,29,98,51,right,0,2,-3,3,7.277333333,1,38.17
1_2,8,dafe,29,98,51,right,0,3,-4,4,6.8375,1,38.17
1_2,3,tafe,29,98,51,right,0,3,-4,4,8.03825,1,38.17
1_2,7,zade,29,98,51,right,0,1,-4,4,6.299,1,38.17
1_2,3,zeef,29,98,51,right,0,2,-4,4,6.9265,1,38.17
1_2,2,zeeg,29,98,51,right,0,2,-4,4,6.87325,1,38.17
1_2,3,hilp,29,98,51,right,0,3,4,4,4.7535,1,38.17
1_2,3,hok,29,98,51,right,0,2,3,3,4.791,1,38.17
1_2,8,joi,29,98,51,right,0,2,3,3,4.875333333,1,38.17
1_2,7,kop,29,98,51,right,0,2,3,3,3.402666667,1,38.17
1_2,6,mok,29,98,51,right,0,2,3,3,3.561666667,1,38.17
1_2,4,hiol,29,98,51,right,0,2,4,4,6.148,1,38.17
1_2,8,kiy,29,98,51,right,0,1,3,3,3.237333333,1,38.17
1_2,3,poom,29,98,51,right,0,2,4,4,4.83725,1,38.17
1_2,3,yoom,29,98,51,right,0,2,4,4,4.8485,1,38.17
1_2,3,yoon,29,98,51,right,0,2,4,4,5.93425,1,38.17
1_2,5,pabe,29,98,51,right,1,3,-2,4,6.0725,1,38.17
1_2,3,yage,29,98,51,right,1,3,-2,4,6.2145,1,38.17
1_2,3,zofe,29,98,51,right,2,3,-2,4,5.62775,1,38.17
1_2,2,zoge,29,98,51,right,2,3,-2,4,5.5745,1,38.17
1_2,4,zote,29,98,51,right,2,3,-2,4,7.33475,1,38.17
1_2,3,jeet,29,98,51,right,1,2,-2,4,8.65325,1,38.17
1_2,5,tofe,29,98,51,right,2,3,-2,4,7.87325,1,38.17
1_2,3,vofe,29,98,51,right,2,3,-2,4,5.85375,1,38.17
1_2,3,zape,29,98,51,right,2,2,-2,4,5.718,1,38.17
1_2,9,fope,29,98,51,right,2,3,0,4,6.0915,1,38.17
1_2,3,pome,29,98,51,right,1,3,2,4,6.136,1,38.17
1_2,4,yope,29,98,51,right,1,3,2,4,6.028,1,38.17
1_2,3,zoke,29,98,51,right,2,3,0,4,5.26375,1,38.17
1_2,3,zope,29,98,51,right,2,3,0,4,5.553,1,38.17
1_2,3,doof,29,98,51,right,2,2,0,4,5.37375,1,38.17
1_2,4,noof,29,98,51,right,1,2,2,4,5.99775,1,38.17
1_2,6,toog,29,98,51,right,2,2,0,4,6.52125,1,38.17
1_2,6,yoob,29,98,51,right,1,2,2,4,4.62,1,38.17
1_2,4,zood,29,98,51,right,2,2,0,4,4.83525,1,38.17
1_2,4,pame,29,98,51,right,3,3,0,4,6.301,1,38.17
1_2,3,peks,29,98,51,right,3,3,0,4,5.4325,1,38.17
1_2,3,slek,29,98,51,right,3,3,0,4,5.9565,1,38.17
1_2,3,spak,29,98,51,right,3,3,0,4,4.29875,1,38.17
1_2,3,alak,29,98,51,right,3,3,0,4,5.28275,1,38.17
1_2,8,lale,29,98,51,right,3,3,0,4,7.22975,1,38.17
1_2,6,mepe,29,98,51,right,3,3,0,4,7.43475,1,38.17
1_2,4,rocl,29,98,51,right,3,3,0,4,5.07525,1,38.17
1_2,2,rorp,29,98,51,right,3,3,0,4,5.3525,1,38.17
1_2,4,jote,29,98,51,right,1,3,0,4,7.3545,1,38.17
1_2,4,mobe,29,98,51,right,1,3,0,4,6.02675,1,38.17
1_2,2,yote,29,98,51,right,1,3,0,4,7.80975,1,38.17
1_2,7,yove,29,98,51,right,1,3,0,4,5.79025,1,38.17
1_2,7,yoze,29,98,51,right,1,3,0,4,5.56425,1,38.17
1_2,8,deho,29,98,51,right,1,2,0,4,7.639,1,38.17
1_2,7,edop,29,98,51,right,1,2,0,4,6.59775,1,38.17
1_2,2,frol,29,98,51,right,1,1,0,4,4.93675,1,38.17
1_2,6,loac,29,98,51,right,1,2,0,4,5.62025,1,38.17
1_2,3,olra,29,98,51,right,1,2,0,4,6.4215,1,38.17
1_2,3,yeem,29,98,51,right,2,2,0,4,7.446,1,38.17
1_2,2,faw,30,98,49,Right,0,2,-3,3,4.251666667,1,38.17
1_2,3,resz,30,98,49,Right,0,3,-4,4,6.2725,1,38.17
1_2,1,saf,30,98,49,Right,0,2,-3,3,5.574,1,38.17
1_2,3,zers,30,98,49,Right,0,3,-4,4,6.2725,1,38.17
1_2,2,zet,30,98,49,Right,0,2,-3,3,7.277333333,1,38.17
1_2,2,dafe,30,98,49,Right,0,3,-4,4,6.8375,1,38.17
1_2,3,tafe,30,98,49,Right,0,3,-4,4,8.03825,1,38.17
1_2,3,zade,30,98,49,Right,0,1,-4,4,6.299,1,38.17
1_2,2,zeef,30,98,49,Right,0,2,-4,4,6.9265,1,38.17
1_2,2,zeeg,30,98,49,Right,0,2,-4,4,6.87325,1,38.17
1_2,2,hilp,30,98,49,Right,0,3,4,4,4.7535,1,38.17
1_2,2,hok,30,98,49,Right,0,2,3,3,4.791,1,38.17
1_2,2,joi,30,98,49,Right,0,2,3,3,4.875333333,1,38.17
1_2,3,kop,30,98,49,Right,0,2,3,3,3.402666667,1,38.17
1_2,2,mok,30,98,49,Right,0,2,3,3,3.561666667,1,38.17
1_2,1,hiol,30,98,49,Right,0,2,4,4,6.148,1,38.17
1_2,1,kiy,30,98,49,Right,0,1,3,3,3.237333333,1,38.17
1_2,2,poom,30,98,49,Right,0,2,4,4,4.83725,1,38.17
1_2,2,yoom,30,98,49,Right,0,2,4,4,4.8485,1,38.17
1_2,2,yoon,30,98,49,Right,0,2,4,4,5.93425,1,38.17
1_2,2,pabe,30,98,49,Right,1,3,-2,4,6.0725,1,38.17
1_2,3,yage,30,98,49,Right,1,3,-2,4,6.2145,1,38.17
1_2,2,zofe,30,98,49,Right,2,3,-2,4,5.62775,1,38.17
1_2,3,zoge,30,98,49,Right,2,3,-2,4,5.5745,1,38.17
1_2,2,zote,30,98,49,Right,2,3,-2,4,7.33475,1,38.17
1_2,2,jeet,30,98,49,Right,1,2,-2,4,8.65325,1,38.17
1_2,3,tofe,30,98,49,Right,2,3,-2,4,7.87325,1,38.17
1_2,2,vofe,30,98,49,Right,2,3,-2,4,5.85375,1,38.17
1_2,2,zape,30,98,49,Right,2,2,-2,4,5.718,1,38.17
1_2,2,fope,30,98,49,Right,2,3,0,4,6.0915,1,38.17
1_2,2,pome,30,98,49,Right,1,3,2,4,6.136,1,38.17
1_2,2,yope,30,98,49,Right,1,3,2,4,6.028,1,38.17
1_2,2,zoke,30,98,49,Right,2,3,0,4,5.26375,1,38.17
1_2,2,zope,30,98,49,Right,2,3,0,4,5.553,1,38.17
1_2,2,doof,30,98,49,Right,2,2,0,4,5.37375,1,38.17
1_2,2,noof,30,98,49,Right,1,2,2,4,5.99775,1,38.17
1_2,3,toog,30,98,49,Right,2,2,0,4,6.52125,1,38.17
1_2,2,yoob,30,98,49,Right,1,2,2,4,4.62,1,38.17
1_2,2,zood,30,98,49,Right,2,2,0,4,4.83525,1,38.17
1_2,3,pame,30,98,49,Right,3,3,0,4,6.301,1,38.17
1_2,2,peks,30,98,49,Right,3,3,0,4,5.4325,1,38.17
1_2,2,slek,30,98,49,Right,3,3,0,4,5.9565,1,38.17
1_2,6,spak,30,98,49,Right,3,3,0,4,4.29875,1,38.17
1_2,1,alak,30,98,49,Right,3,3,0,4,5.28275,1,38.17
1_2,3,lale,30,98,49,Right,3,3,0,4,7.22975,1,38.17
1_2,4,mepe,30,98,49,Right,3,3,0,4,7.43475,1,38.17
1_2,1,rocl,30,98,49,Right,3,3,0,4,5.07525,1,38.17
1_2,1,rorp,30,98,49,Right,3,3,0,4,5.3525,1,38.17
1_2,2,jote,30,98,49,Right,1,3,0,4,7.3545,1,38.17
1_2,2,mobe,30,98,49,Right,1,3,0,4,6.02675,1,38.17
1_2,3,yote,30,98,49,Right,1,3,0,4,7.80975,1,38.17
1_2,1,yove,30,98,49,Right,1,3,0,4,5.79025,1,38.17
1_2,2,yoze,30,98,49,Right,1,3,0,4,5.56425,1,38.17
1_2,1,deho,30,98,49,Right,1,2,0,4,7.639,1,38.17
1_2,1,edop,30,98,49,Right,1,2,0,4,6.59775,1,38.17
1_2,4,frol,30,98,49,Right,1,1,0,4,4.93675,1,38.17
1_2,2,loac,30,98,49,Right,1,2,0,4,5.62025,1,38.17
1_2,1,olra,30,98,49,Right,1,2,0,4,6.4215,1,38.17
1_2,3,yeem,30,98,49,Right,2,2,0,4,7.446,1,38.17
1_2,6,faw,31,88,53,Right,0,2,-3,3,4.251666667,1,28.17
1_2,5,resz,31,88,53,Right,0,3,-4,4,6.2725,1,28.17
1_2,3,saf,31,88,53,Right,0,2,-3,3,5.574,1,28.17
1_2,3,zers,31,88,53,Right,0,3,-4,4,6.2725,1,28.17
