posemo,negemo
0.00,25.00
0.00,0.00
0.00,0.00
0.00,11.11
0.00,0.00
0.00,10.00
0.00,0.00
0.00,0.00
12.50,12.50
0.00,20.00
16.67,0.00
0.00,0.00
0.00,11.11
0.00,12.50
0.00,0.00
0.00,0.00
0.00,0.00
9.09,9.09
0.00,12.50
0.00,9.09
0.00,25.00
12.50,0.00
11.11,11.11
0.00,9.09
11.11,22.22
12.50,0.00
0.00,25.00
0.00,7.69
14.29,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,12.50
0.00,11.11
0.00,0.00
0.00,0.00
0.00,0.00
0.00,22.22
0.00,0.00
0.00,0.00
0.00,14.29
0.00,11.11
0.00,0.00
0.00,20.00
0.00,12.50
12.50,0.00
0.00,12.50
0.00,0.00
0.00,0.00
0.00,10.00
0.00,0.00
0.00,0.00
12.50,12.50
25.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
11.11,0.00
0.00,0.00
14.29,0.00
0.00,0.00
0.00,12.50
0.00,0.00
0.00,14.29
0.00,0.00
0.00,0.00
0.00,0.00
0.00,12.50
0.00,0.00
0.00,14.29
0.00,12.50
0.00,0.00
0.00,14.29
0.00,0.00
0.00,42.86
0.00,0.00
25.00,0.00
0.00,33.33
0.00,0.00
0.00,0.00
0.00,0.00
0.00,10.00
0.00,0.00
0.00,0.00
0.00,16.67
0.00,14.29
0.00,0.00
0.00,28.57
0.00,0.00
0.00,10.00
25.00,0.00
0.00,14.29
0.00,12.50
0.00,14.29
0.00,37.50
0.00,0.00
12.50,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
14.29,0.00
12.50,0.00
0.00,0.00
25.00,0.00
11.11,11.11
0.00,0.00
0.00,0.00
12.50,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,22.22
0.00,0.00
0.00,12.50
0.00,25.00
0.00,22.22
0.00,16.67
0.00,0.00
0.00,14.29
0.00,0.00
0.00,0.00
0.00,12.50
0.00,0.00
0.00,12.50
11.11,0.00
14.29,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,14.29
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
11.11,11.11
0.00,0.00
14.29,0.00
0.00,0.00
0.00,12.50
0.00,14.29
0.00,10.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,11.11
0.00,10.00
0.00,0.00
11.11,0.00
0.00,0.00
0.00,0.00
0.00,10.00
0.00,0.00
0.00,11.11
0.00,0.00
0.00,0.00
14.29,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,20.00
0.00,14.29
0.00,0.00
0.00,0.00
0.00,9.09
0.00,14.29
0.00,14.29
0.00,0.00
0.00,0.00
12.50,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,12.50
0.00,9.09
0.00,0.00
0.00,0.00
0.00,16.67
0.00,14.29
0.00,14.29
0.00,0.00
0.00,0.00
0.00,10.00
0.00,10.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,14.29
0.00,14.29
0.00,28.57
0.00,0.00
0.00,0.00
0.00,28.57
0.00,0.00
0.00,11.11
0.00,14.29
0.00,0.00
16.67,0.00
0.00,0.00
0.00,0.00
0.00,11.11
0.00,0.00
0.00,0.00
0.00,0.00
14.29,0.00
0.00,12.50
0.00,0.00
0.00,0.00
0.00,28.57
0.00,11.11
11.11,0.00
0.00,11.11
0.00,25.00
0.00,12.50
0.00,25.00
0.00,12.50
0.00,0.00
14.29,14.29
0.00,0.00
0.00,11.11
0.00,0.00
0.00,0.00
0.00,14.29
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,10.00
0.00,0.00
0.00,14.29
0.00,0.00
0.00,0.00
0.00,0.00
14.29,14.29
8.33,0.00
0.00,12.50
0.00,0.00
14.29,0.00
0.00,14.29
0.00,0.00
0.00,0.00
0.00,12.50
0.00,16.67
0.00,0.00
0.00,0.00
0.00,0.00
0.00,25.00
0.00,0.00
0.00,12.50
0.00,0.00
0.00,0.00
0.00,0.00
0.00,12.50
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
12.50,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
12.50,0.00
0.00,9.09
0.00,11.11
11.11,0.00
0.00,0.00
11.11,11.11
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,10.00
0.00,0.00
10.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,20.00
11.11,0.00
0.00,0.00
0.00,16.67
0.00,14.29
0.00,0.00
0.00,12.50
0.00,11.11
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,12.50
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
11.11,0.00
11.11,0.00
37.50,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
16.67,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,11.11
0.00,0.00
11.11,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
25.00,0.00
0.00,0.00
16.67,0.00
22.22,11.11
0.00,14.29
12.50,0.00
0.00,16.67
0.00,0.00
14.29,0.00
0.00,0.00
8.33,0.00
0.00,11.11
0.00,0.00
0.00,12.50
0.00,0.00
0.00,0.00
0.00,0.00
0.00,11.11
0.00,11.11
0.00,22.22
0.00,0.00
12.50,12.50
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,12.50
0.00,10.00
0.00,0.00
0.00,16.67
0.00,11.11
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
11.11,11.11
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
10.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
14.29,0.00
0.00,10.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
9.09,0.00
0.00,0.00
16.67,0.00
0.00,11.11
0.00,0.00
0.00,0.00
0.00,0.00
10.00,10.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,11.11
0.00,0.00
0.00,0.00
0.00,0.00
0.00,14.29
12.50,0.00
11.11,0.00
12.50,0.00
0.00,9.09
0.00,11.11
0.00,14.29
0.00,0.00
0.00,28.57
0.00,12.50
0.00,0.00
0.00,14.29
0.00,0.00
0.00,0.00
0.00,11.11
0.00,0.00
11.11,0.00
0.00,0.00
0.00,0.00
0.00,14.29
0.00,0.00
0.00,0.00
0.00,0.00
0.00,14.29
0.00,0.00
0.00,16.67
0.00,0.00
0.00,0.00
0.00,0.00
0.00,12.50
0.00,14.29
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
11.11,0.00
11.11,11.11
0.00,11.11
0.00,0.00
0.00,0.00
12.50,0.00
0.00,12.50
0.00,0.00
14.29,0.00
12.50,0.00
0.00,22.22
0.00,0.00
12.50,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
9.09,0.00
0.00,0.00
0.00,0.00
12.50,0.00
0.00,0.00
0.00,0.00
0.00,0.00
12.50,12.50
0.00,0.00
0.00,18.18
0.00,14.29
0.00,0.00
0.00,0.00
0.00,0.00
12.50,0.00
0.00,0.00
0.00,0.00
14.29,0.00
11.11,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,10.00
0.00,0.00
0.00,0.00
0.00,0.00
12.50,0.00
0.00,0.00
11.11,0.00
11.11,11.11
0.00,0.00
0.00,25.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,22.22
0.00,12.50
0.00,0.00
0.00,11.11
0.00,0.00
0.00,12.50
0.00,0.00
12.50,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,12.50
0.00,0.00
0.00,0.00
0.00,0.00
14.29,0.00
12.50,0.00
12.50,0.00
0.00,0.00
10.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
14.29,0.00
0.00,0.00
0.00,0.00
12.50,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,12.50
10.00,0.00
14.29,0.00
0.00,0.00
14.29,0.00
0.00,0.00
0.00,0.00
0.00,0.00
12.50,0.00
11.11,0.00
0.00,0.00
0.00,0.00
0.00,0.00
11.11,0.00
0.00,0.00
0.00,0.00
16.67,0.00
11.11,0.00
0.00,0.00
0.00,0.00
0.00,11.11
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,11.11
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
11.11,0.00
0.00,20.00
11.11,0.00
0.00,0.00
0.00,0.00
0.00,10.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
18.18,0.00
11.11,0.00
14.29,14.29
0.00,0.00
0.00,0.00
11.11,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
22.22,11.11
0.00,0.00
14.29,0.00
0.00,0.00
0.00,0.00
0.00,14.29
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
12.50,12.50
0.00,0.00
0.00,0.00
0.00,0.00
25.00,0.00
0.00,12.50
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,12.50
0.00,0.00
0.00,7.69
0.00,0.00
0.00,12.50
14.29,0.00
10.00,0.00
0.00,14.29
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,11.11
0.00,0.00
0.00,0.00
12.50,0.00
9.09,0.00
0.00,11.11
0.00,0.00
0.00,14.29
0.00,0.00
28.57,0.00
0.00,0.00
0.00,14.29
0.00,0.00
0.00,14.29
0.00,0.00
0.00,25.00
0.00,12.50
0.00,0.00
0.00,0.00
0.00,14.29
0.00,0.00
0.00,0.00
0.00,14.29
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,12.50
0.00,0.00
0.00,0.00
14.29,14.29
0.00,0.00
0.00,12.50
0.00,0.00
0.00,0.00
0.00,0.00
12.50,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
20.00,0.00
0.00,0.00
12.50,0.00
11.11,0.00
0.00,0.00
0.00,11.11
11.11,0.00
0.00,12.50
11.11,0.00
0.00,11.11
0.00,0.00
0.00,0.00
0.00,25.00
0.00,12.50
0.00,11.11
0.00,0.00
0.00,0.00
0.00,0.00
0.00,10.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,10.00
14.29,0.00
10.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,9.09
0.00,20.00
0.00,0.00
0.00,14.29
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
11.11,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
10.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
14.29,0.00
0.00,25.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
12.50,12.50
10.00,0.00
0.00,0.00
0.00,0.00
16.67,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,10.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
12.50,0.00
11.11,0.00
0.00,25.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,10.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
16.67,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,11.11
0.00,0.00
11.11,0.00
0.00,14.29
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,16.67
0.00,11.11
0.00,12.50
12.50,12.50
0.00,10.00
0.00,20.00
0.00,0.00
0.00,0.00
0.00,0.00
11.11,0.00
28.57,0.00
0.00,14.29
0.00,12.50
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,16.67
0.00,0.00
14.29,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,50.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,14.29
14.29,0.00
0.00,0.00
0.00,10.00
0.00,0.00
14.29,14.29
14.29,0.00
0.00,10.00
0.00,0.00
0.00,0.00
0.00,10.00
0.00,0.00
12.50,0.00
0.00,12.50
20.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
11.11,0.00
0.00,25.00
0.00,0.00
0.00,12.50
0.00,0.00
0.00,0.00
0.00,14.29
0.00,0.00
0.00,0.00
0.00,25.00
0.00,0.00
0.00,18.18
0.00,0.00
0.00,0.00
0.00,0.00
0.00,12.50
0.00,0.00
12.50,0.00
0.00,11.11
14.29,0.00
0.00,25.00
0.00,0.00
0.00,30.00
0.00,9.09
11.11,0.00
14.29,0.00
0.00,14.29
0.00,0.00
0.00,0.00
16.67,0.00
14.29,14.29
0.00,12.50
0.00,0.00
0.00,0.00
16.67,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,9.09
7.69,7.69
10.00,0.00
0.00,22.22
0.00,0.00
0.00,0.00
0.00,0.00
12.50,0.00
0.00,0.00
0.00,12.50
0.00,0.00
0.00,0.00
0.00,0.00
0.00,12.50
0.00,14.29
0.00,0.00
0.00,0.00
25.00,12.50
0.00,0.00
0.00,0.00
0.00,0.00
0.00,22.22
0.00,9.09
0.00,0.00
0.00,28.57
0.00,22.22
0.00,14.29
0.00,0.00
0.00,0.00
0.00,22.22
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,12.50
22.22,11.11
0.00,0.00
0.00,12.50
0.00,0.00
0.00,0.00
0.00,0.00
0.00,37.50
0.00,0.00
0.00,12.50
0.00,10.00
11.11,0.00
0.00,0.00
0.00,0.00
0.00,10.00
9.09,0.00
8.33,0.00
0.00,0.00
0.00,12.50
0.00,0.00
0.00,20.00
0.00,11.11
0.00,0.00
0.00,0.00
0.00,0.00
11.11,11.11
0.00,20.00
0.00,0.00
0.00,10.00
0.00,0.00
0.00,16.67
0.00,0.00
0.00,12.50
0.00,0.00
0.00,0.00
0.00,12.50
0.00,11.11
10.00,0.00
12.50,0.00
0.00,11.11
0.00,0.00
0.00,10.00
0.00,0.00
0.00,10.00
12.50,0.00
0.00,11.11
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,11.11
11.11,22.22
0.00,0.00
0.00,0.00
14.29,14.29
11.11,0.00
25.00,0.00
0.00,14.29
0.00,0.00
0.00,0.00
0.00,12.50
0.00,11.11
0.00,0.00
0.00,14.29
0.00,16.67
0.00,0.00
0.00,0.00
0.00,0.00
0.00,10.00
0.00,10.00
0.00,0.00
0.00,37.50
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
11.11,0.00
0.00,0.00
12.50,12.50
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,12.50
0.00,0.00
0.00,0.00
0.00,0.00
0.00,12.50
0.00,0.00
0.00,33.33
0.00,14.29
0.00,0.00
0.00,10.00
0.00,10.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,14.29
0.00,0.00
0.00,0.00
0.00,0.00
0.00,12.50
0.00,0.00
0.00,11.11
0.00,0.00
0.00,11.11
0.00,0.00
0.00,11.11
0.00,14.29
0.00,0.00
0.00,11.11
0.00,12.50
0.00,0.00
0.00,30.00
0.00,33.33
0.00,25.00
0.00,25.00
0.00,14.29
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,11.11
0.00,11.11
0.00,0.00
10.00,0.00
0.00,10.00
0.00,14.29
12.50,0.00
12.50,12.50
8.33,0.00
0.00,0.00
0.00,11.11
0.00,11.11
0.00,0.00
0.00,0.00
0.00,0.00
11.11,0.00
10.00,0.00
0.00,14.29
14.29,0.00
0.00,11.11
0.00,0.00
0.00,0.00
0.00,11.11
0.00,11.11
0.00,10.00
0.00,0.00
0.00,11.11
0.00,0.00
0.00,10.00
0.00,11.11
0.00,11.11
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,11.11
0.00,0.00
0.00,14.29
0.00,0.00
0.00,16.67
0.00,12.50
0.00,14.29
0.00,0.00
12.50,0.00
0.00,11.11
0.00,11.11
0.00,0.00
0.00,0.00
0.00,0.00
0.00,14.29
0.00,0.00
0.00,0.00
0.00,0.00
0.00,12.50
0.00,0.00
0.00,0.00
0.00,0.00
0.00,11.11
0.00,0.00
0.00,0.00
14.29,0.00
0.00,16.67
0.00,12.50
0.00,0.00
0.00,11.11
0.00,0.00
0.00,0.00
0.00,14.29
11.11,11.11
0.00,14.29
0.00,0.00
0.00,25.00
0.00,12.50
0.00,0.00
0.00,10.00
0.00,0.00
0.00,11.11
0.00,0.00
0.00,0.00
0.00,22.22
0.00,0.00
0.00,14.29
11.11,0.00
0.00,11.11
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
10.00,0.00
0.00,22.22
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,11.11
0.00,0.00
0.00,20.00
0.00,0.00
0.00,0.00
0.00,0.00
11.11,0.00
0.00,0.00
0.00,37.50
10.00,0.00
0.00,0.00
0.00,14.29
0.00,22.22
0.00,0.00
0.00,0.00
12.50,0.00
0.00,0.00
14.29,14.29
14.29,0.00
0.00,0.00
14.29,0.00
11.11,0.00
0.00,37.50
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
14.29,0.00
0.00,9.09
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,10.00
0.00,0.00
0.00,0.00
0.00,11.11
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,16.67
0.00,0.00
0.00,14.29
0.00,0.00
0.00,0.00
25.00,0.00
0.00,0.00
0.00,11.11
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,28.57
0.00,28.57
14.29,14.29
0.00,0.00
0.00,11.11
0.00,0.00
0.00,0.00
0.00,0.00
0.00,11.11
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
12.50,0.00
0.00,0.00
0.00,0.00
0.00,14.29
0.00,0.00
0.00,12.50
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
12.50,0.00
0.00,0.00
0.00,11.11
0.00,0.00
0.00,14.29
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,12.50
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,12.50
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,10.00
0.00,0.00
12.50,0.00
0.00,0.00
0.00,0.00
0.00,25.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,14.29
0.00,0.00
11.11,0.00
0.00,14.29
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
14.29,14.29
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,12.50
0.00,0.00
22.22,0.00
0.00,0.00
0.00,0.00
12.50,0.00
0.00,0.00
12.50,0.00
12.50,0.00
12.50,0.00
12.50,0.00
12.50,0.00
12.50,0.00
12.50,0.00
12.50,0.00
12.50,0.00
12.50,0.00
12.50,0.00
12.50,0.00
12.50,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,16.67
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,12.50
0.00,16.67
16.67,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,14.29
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
12.50,0.00
0.00,11.11
0.00,12.50
0.00,14.29
14.29,0.00
25.00,0.00
14.29,0.00
0.00,11.11
11.11,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,11.11
0.00,0.00
16.67,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,12.50
0.00,0.00
0.00,0.00
11.11,0.00
0.00,12.50
0.00,0.00
0.00,12.50
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
11.11,11.11
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,10.00
0.00,0.00
0.00,12.50
0.00,0.00
0.00,0.00
0.00,0.00
14.29,0.00
0.00,0.00
0.00,0.00
0.00,10.00
12.50,12.50
0.00,0.00
0.00,0.00
0.00,10.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
10.00,0.00
0.00,0.00
0.00,0.00
0.00,11.11
0.00,11.11
14.29,0.00
9.09,0.00
25.00,0.00
11.11,0.00
0.00,0.00
0.00,0.00
0.00,12.50
11.11,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
12.50,0.00
0.00,0.00
12.50,0.00
0.00,0.00
0.00,0.00
0.00,11.11
0.00,0.00
0.00,0.00
0.00,0.00
0.00,12.50
0.00,0.00
0.00,0.00
0.00,0.00
12.50,0.00
16.67,0.00
0.00,10.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
10.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,14.29
0.00,0.00
0.00,11.11
0.00,0.00
12.50,12.50
0.00,0.00
0.00,0.00
0.00,11.11
0.00,0.00
12.50,12.50
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
12.50,0.00
0.00,0.00
12.50,0.00
11.11,11.11
0.00,0.00
0.00,14.29
0.00,14.29
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
12.50,0.00
0.00,0.00
0.00,0.00
0.00,9.09
0.00,0.00
12.50,0.00
0.00,12.50
0.00,22.22
0.00,0.00
14.29,0.00
0.00,0.00
0.00,0.00
0.00,0.00
11.11,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
12.50,0.00
0.00,0.00
0.00,0.00
0.00,0.00
9.09,0.00
0.00,0.00
20.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,14.29
0.00,0.00
0.00,0.00
14.29,0.00
0.00,0.00
0.00,0.00
12.50,0.00
11.11,0.00
0.00,0.00
0.00,0.00
11.11,0.00
0.00,0.00
0.00,22.22
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,10.00
11.11,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,14.29
0.00,0.00
0.00,0.00
0.00,0.00
11.11,0.00
0.00,12.50
0.00,12.50
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,12.50
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
12.50,0.00
0.00,0.00
16.67,0.00
0.00,0.00
8.33,0.00
0.00,0.00
12.50,12.50
0.00,0.00
0.00,14.29
12.50,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
11.11,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
9.09,9.09
0.00,0.00
0.00,0.00
0.00,0.00
0.00,10.00
0.00,25.00
0.00,0.00
0.00,0.00
0.00,0.00
11.11,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,12.50
0.00,0.00
0.00,0.00
0.00,14.29
0.00,0.00
0.00,0.00
0.00,12.50
12.50,12.50
0.00,0.00
0.00,14.29
11.11,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,12.50
14.29,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,11.11
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,11.11
9.09,0.00
0.00,0.00
0.00,0.00
0.00,11.11
0.00,0.00
0.00,0.00
11.11,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,11.11
0.00,0.00
0.00,0.00
11.11,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,22.22
0.00,0.00
0.00,22.22
0.00,33.33
11.11,0.00
0.00,0.00
0.00,12.50
0.00,11.11
0.00,0.00
0.00,14.29
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
20.00,0.00
0.00,0.00
0.00,12.50
0.00,12.50
0.00,0.00
0.00,0.00
20.00,0.00
0.00,0.00
0.00,0.00
0.00,10.00
0.00,0.00
11.11,0.00
0.00,0.00
11.11,0.00
0.00,0.00
0.00,0.00
0.00,0.00
14.29,0.00
0.00,12.50
0.00,0.00
12.50,0.00
14.29,0.00
0.00,0.00
0.00,11.11
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
12.50,0.00
14.29,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,14.29
0.00,0.00
0.00,10.00
0.00,8.33
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
14.29,0.00
11.11,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,12.50
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,10.00
0.00,0.00
0.00,0.00
10.00,0.00
10.00,0.00
0.00,11.11
0.00,0.00
12.50,0.00
0.00,0.00
0.00,0.00
0.00,0.00
11.11,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
11.11,0.00
14.29,0.00
0.00,0.00
0.00,0.00
0.00,11.11
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
