id,type,present,avaliable,affordable,mastery,ambiguity,risktaking,PP.clear.choice,NP.clear.choice,PF.clear.choice,NF.clear.choice
66349,Probability,AND,2.888888889,4.125,2.428571429,3.166666667,3.166666667,4,3,4,4
65405,Probability,AND,3.333333333,4.125,2.857142857,3.5,3.5,3,2,2,2
66265,Probability,AND,4.333333333,4.75,4.857142857,4.333333333,1.833333333,6,6,7,6
65663,Probability,AND,3.111111111,3.75,3.285714286,3.333333333,3.333333333,3,4,4,3
67272,Probability,AND,3.777777778,4.625,3.714285714,3.5,3.833333333,6,7,7,7
66186,Probability,AND,2.777777778,5.125,1.857142857,2,2,3,3,2,3
66298,Probability,AND,3.666666667,3.625,2.571428571,3.666666667,3,4,4,5,4
65448,Probability,AND,3,2.375,3.142857143,2,2.5,6,3,2,6
66933,Probability,AND,2.777777778,3.875,2.714285714,3,3.333333333,5,4,5,5
65144,Probability,AND,3.555555556,4.125,3,3.5,2.833333333,4,4,6,1
65234,Probability,AND,2.666666667,4.625,3.285714286,3.5,2.333333333,6,6,6,6
66931,Probability,AND,2.555555556,5,3,3.333333333,3.833333333,2,2,2,3
66745,Probability,AND,2.888888889,3.125,2.142857143,3,2.333333333,6,4,6,6
66617,Probability,AND,3,2.875,2.571428571,2.5,2.833333333,5,5,4,4
66215,Probability,AND,3.555555556,2.5,3.285714286,2.833333333,3.333333333,6,5,4,4
66223,Probability,AND,2.555555556,3.5,2.285714286,4,3.333333333,3,3,6,3
65475,Probability,AND,3.888888889,3.125,2.571428571,3.333333333,3,5,6,6,5
65952,Probability,AND,3.222222222,3.625,2,3.666666667,1.333333333,6,7,7,7
65721,Probability,AND,3.777777778,4,2.142857143,3.5,3,4,2,4,5
65990,Probability,AND,3,3.75,2.714285714,3.5,3.166666667,2,6,6,6
65330,Probability,AND,4.444444444,4.875,1,2.666666667,3.666666667,6,7,7,7
66658,Probability,AND,3.111111111,3.875,2.714285714,3,3.166666667,5,4,5,5
67269,Probability,AND,3.444444444,2.625,2.571428571,3.333333333,3,5,5,5,3
66579,Probability,AND,2.777777778,3,2.571428571,2.333333333,3.5,5,5,6,6
66462,Probability,AND,3.888888889,5.25,4,3.833333333,3.666666667,6,6,6,6
66604,Probability,AND,3.444444444,4.625,2.714285714,2.166666667,2.833333333,6,7,7,7
67245,Probability,AND,2.777777778,4.375,2.285714286,3.5,3.5,6,6,7,6
65224,Probability,AND,3,6,2.571428571,3.666666667,4.333333333,2,2,2,2
65262,Probability,AND,3.333333333,4.125,2.142857143,3.166666667,3.833333333,6,6,6,6
66828,Probability,AND,3.333333333,3.25,2.571428571,3.666666667,3.666666667,3,5,3,4
66476,Probability,AND,2.444444444,4.75,2.285714286,3,3.833333333,6,6,6,6
65141,Probability,AND,2.666666667,4.625,2.714285714,3.5,2.333333333,7,7,5,7
65336,Probability,AND,3.666666667,5.375,2.142857143,2.833333333,3.166666667,5,5,5,4
67299,Probability,AND,3.222222222,4,3,3.333333333,3,6,5,6,5
65193,Probability,AND,3.222222222,4.125,2.285714286,3.333333333,3.166666667,5,5,6,5
65801,Probability,AND,2.777777778,5.5,2.714285714,3.666666667,3.333333333,3,2,3,3
66773,Probability,AND,4.333333333,4.625,2,4.166666667,3.833333333,7,6,7,6
67078,Probability,AND,3,6,2.285714286,3.666666667,3.5,3,2,2,3
65886,Probability,AND,3.444444444,5.25,2,2.833333333,2.833333333,3,4,4,5
66508,Probability,AND,3.888888889,3.125,2.142857143,3.833333333,2.666666667,3,6,6,3
66249,Probability,AND,2.666666667,5.125,3.142857143,2.833333333,3,6,6,6,6
66802,Probability,AND,3.333333333,4.25,1.571428571,2.666666667,3,2,1,2,2
65969,Probability,AND,3.111111111,3.875,3.142857143,2.833333333,3,6,4,2,3
65440,Probability,AND,3.222222222,5,2.714285714,3.333333333,2.5,5,5,3,3
66455,Probability,AND,3.666666667,5.375,2.428571429,3.5,3.5,6,6,6,6
67006,Probability,AND,3.555555556,4.5,3,2.833333333,2.166666667,6,6,6,7
66961,Probability,AND,3.222222222,4.25,1.428571429,3.166666667,2.666666667,2,2,3,4
65803,Probability,AND,1.777777778,4.625,2.285714286,3,3.333333333,5,5,5,5
67070,Probability,AND,3.333333333,4.25,2.285714286,3.5,2.5,3,3,4,3
66969,Probability,AND,3.666666667,5.25,2.714285714,3.333333333,2.5,7,5,6,6
63859,Ambiguity,AND,2.888888889,4.375,2.285714286,3.166666667,1.5,6,6,6,5
64131,Ambiguity,AND,3.222222222,4.375,2.714285714,3.333333333,3.166666667,5,5,5,5
63765,Ambiguity,AND,3,3.5,2,4.166666667,2.666666667,3,2,3,3
64103,Ambiguity,AND,2.444444444,5.25,1.714285714,4,2.833333333,7,7,7,7
64379,Ambiguity,AND,2.555555556,4.625,2.571428571,2.833333333,3.833333333,2,1,2,2
64628,Ambiguity,AND,2.444444444,4.875,2,4,3.666666667,2,3,1,5
63709,Ambiguity,AND,2.444444444,2.5,1.428571429,3.166666667,4.333333333,2,2,2,6
64238,Ambiguity,AND,2.333333333,5.375,2.142857143,3.5,3.333333333,5,2,2,2
64414,Ambiguity,AND,2.555555556,5.625,2.714285714,3.333333333,3.333333333,6,6,2,6
64989,Ambiguity,AND,3.444444444,4.625,2.857142857,3,3.666666667,5,6,3,5
63895,Ambiguity,AND,3.111111111,3.5,2,3.333333333,2.333333333,5,5,5,5
63587,Ambiguity,AND,3.333333333,2.875,3.571428571,3.333333333,3.333333333,6,6,6,6
64277,Ambiguity,AND,3.111111111,4,2.142857143,3,3.333333333,5,5,6,5
63862,Ambiguity,AND,3.111111111,5.375,2,3.666666667,2.333333333,5,5,6,6
64502,Ambiguity,AND,3.333333333,3.875,2.714285714,3.333333333,2.833333333,6,3,4,5
63885,Ambiguity,AND,4.888888889,5.125,2.142857143,2.833333333,2.333333333,5,5,5,6
64550,Ambiguity,AND,3.222222222,3.625,3.142857143,3,3,4,6,4,6
63788,Ambiguity,AND,3.666666667,5.25,2.571428571,3.333333333,3,3,3,3,5
64257,Ambiguity,AND,3.111111111,5.125,2.142857143,3.333333333,2.666666667,6,6,6,7
63700,Ambiguity,AND,3.777777778,3,2.142857143,3.5,3.666666667,3,3,5,5
63802,Ambiguity,AND,3.222222222,4.875,1.142857143,2.333333333,2.166666667,5,5,2,3
64590,Ambiguity,AND,2,5.875,2.571428571,4,3.333333333,2,2,2,2
63616,Ambiguity,AND,4.222222222,4.5,2.285714286,2,2.5,3,5,6,6
64897,Ambiguity,AND,3,3.375,3.142857143,3,3,3,3,4,4
64887,Ambiguity,AND,3.222222222,5.125,2.714285714,3.5,2.5,6,6,6,6
64469,Ambiguity,AND,3,5,2.571428571,5,3.5,5,2,6,5
64986,Ambiguity,AND,3.444444444,4.875,1.857142857,4.166666667,3,3,3,2,3
63739,Ambiguity,AND,3.666666667,4,2.285714286,3.333333333,4.166666667,3,3,2,2
63969,Ambiguity,AND,2.333333333,5.5,2.571428571,3.666666667,3.333333333,2,1,2,2
63777,Ambiguity,AND,3.333333333,2.125,2.285714286,3.666666667,2.666666667,6,4,6,2
64295,Ambiguity,AND,4.111111111,4.5,2.428571429,3.5,2.833333333,2,2,5,2
64316,Ambiguity,AND,2.777777778,4,2.571428571,3.333333333,3.333333333,4,5,4,5
64606,Ambiguity,AND,3.444444444,4.625,3.142857143,3,2.666666667,5,5,4,4
64665,Ambiguity,AND,2.888888889,3.625,3.857142857,3.333333333,2.5,5,5,6,3
64537,Ambiguity,AND,2.111111111,3,2.285714286,3.5,3.333333333,6,6,6,5
64173,Ambiguity,AND,2.888888889,4.375,3.285714286,2.666666667,2.833333333,3,5,5,4
63745,Ambiguity,AND,3.333333333,3.125,2.714285714,3,2.666666667,6,6,6,6
64288,Ambiguity,AND,3.333333333,5.125,2.285714286,3.333333333,2.166666667,6,6,6,6
64099,Ambiguity,AND,3.444444444,3.125,2.428571429,3.666666667,3,5,5,5,5
64450,Ambiguity,AND,2.333333333,5.625,2,2.166666667,2.166666667,5,1,6,1
64451,Ambiguity,AND,3.222222222,4,3,2.5,3.666666667,6,5,4,5
64931,Ambiguity,AND,3.333333333,3.5,2,2.833333333,2.333333333,6,6,5,5
64220,Ambiguity,AND,3.222222222,5.25,2.142857143,3.5,3.166666667,5,3,6,4
64383,Ambiguity,AND,2.888888889,2.375,2.857142857,2.833333333,3.5,5,3,6,6
64303,Ambiguity,AND,2.777777778,3.625,2.571428571,3,3.166666667,6,6,7,6
63945,Ambiguity,AND,3.555555556,5,2,4,2.333333333,2,2,2,2
64262,Ambiguity,AND,3.888888889,3.375,2.285714286,3.833333333,3.333333333,5,6,5,5
64347,Ambiguity,AND,3.333333333,3.5,2.571428571,2.833333333,3.5,3,5,5,3
65004,Ambiguity,AND,2.888888889,4.25,2.285714286,4.333333333,3.666666667,2,2,2,2
64183,Ambiguity,AND,3.333333333,5.5,3.285714286,3,3.166666667,4,4,4,4
64392,Ambiguity,AND,2.888888889,4,2.428571429,3.333333333,2.333333333,4,4,5,4
63915,Ambiguity,AND,3.555555556,3.875,2.857142857,4,2.666666667,5,4,5,5
64180,Ambiguity,AND,3.111111111,3.25,2.714285714,3.333333333,2.833333333,4,4,2,4
64672,Ambiguity,AND,3.333333333,5.25,2,3.166666667,2.833333333,4,3,2,2
64208,Ambiguity,AND,3.555555556,5,1.857142857,3.333333333,3.833333333,6,7,5,6
64406,Ambiguity,AND,3.222222222,4.125,2.285714286,3.5,3,5,5,5,5
64215,Ambiguity,AND,3,5,2.285714286,2.333333333,3.5,5,5,5,5
64461,Ambiguity,AND,3.555555556,3.75,2.714285714,3.333333333,2.666666667,5,3,6,5
63702,Ambiguity,AND,3.444444444,2.75,2.857142857,3.5,4,5,5,5,6
63676,Ambiguity,AND,3.555555556,4.375,2.428571429,3.166666667,3.333333333,7,3,6,5
64225,Ambiguity,AND,3.444444444,4.375,3.428571429,3.166666667,3,5,4,5,6
65011,Ambiguity,AND,2.666666667,4.125,2.714285714,2.333333333,3.5,6,5,6,6
63770,Ambiguity,AND,2,3.25,3.285714286,3.666666667,3,5,2,2,3
64233,Ambiguity,AND,3.222222222,3.75,2.857142857,3.333333333,2.833333333,5,5,5,5
63973,Ambiguity,AND,2,3.75,2.428571429,3.166666667,2.5,3,4,4,2
64866,Ambiguity,AND,3,5,1.857142857,3.666666667,3,5,4,5,4
64124,Ambiguity,AND,3.333333333,3.125,3,3.166666667,3,2,6,6,3
63790,Ambiguity,AND,2.777777778,4.5,2.142857143,2.333333333,2.5,5,5,5,5
63956,Ambiguity,AND,4.444444444,3.5,1.571428571,1.833333333,2.333333333,7,6,2,6
63636,Ambiguity,AND,3.111111111,3,2,3.333333333,3.666666667,5,4,6,4
64623,Ambiguity,AND,3.777777778,4.75,2.571428571,3,3.666666667,5,6,5,5
64913,Ambiguity,AND,2.333333333,5,2.428571429,3.666666667,2.166666667,6,6,6,6
63726,Ambiguity,AND,2.666666667,5.125,2,2.5,2.833333333,2,6,5,6
63570,Ambiguity,AND,2.888888889,3.5,2.857142857,3.666666667,3.333333333,6,4,4,4
64470,Ambiguity,AND,3.777777778,2,3.285714286,3,3,5,4,5,2
63808,Ambiguity,AND,2.222222222,5,2.285714286,3,2.333333333,5,2,3,4
63611,Ambiguity,AND,1.888888889,4.875,2.142857143,3.333333333,1.833333333,7,7,7,1
64520,Ambiguity,AND,3.111111111,5,3.428571429,3.333333333,3.833333333,7,5,5,5
63679,Ambiguity,AND,3.777777778,3.875,2.285714286,2.666666667,2.333333333,6,3,4,6
64454,Ambiguity,AND,2.666666667,4.625,2.142857143,2.666666667,2.666666667,6,5,5,6
64138,Ambiguity,AND,2.666666667,5,3.428571429,3.833333333,2.333333333,5,5,6,6
63591,Ambiguity,AND,3.666666667,4.5,3,3.333333333,2.166666667,5,6,5,5
64366,Ambiguity,AND,2.333333333,4.625,2.142857143,3.833333333,3,5,5,6,5
64912,Ambiguity,AND,3.111111111,4.75,2.142857143,3,3.833333333,5,2,5,1
64148,Ambiguity,AND,3.666666667,3.375,2.428571429,3.666666667,3,6,6,2,6
64648,Ambiguity,AND,3.333333333,3.375,2,2.166666667,2.5,5,1,5,6
64276,Ambiguity,AND,3.222222222,5,3.857142857,3.5,3.166666667,2,4,4,4
63621,Ambiguity,AND,3.111111111,4.75,2.428571429,3,2.666666667,5,7,6,7
64617,Ambiguity,AND,3.666666667,5,1.142857143,2.5,3.166666667,2,2,2,2
66612,Ambiguity,AND,3.555555556,5.125,2.714285714,4.666666667,3.666666667,6,6,4,6
67052,Ambiguity,AND,2.222222222,3.5,1.857142857,3.333333333,2.5,2,2,6,2
65853,Ambiguity,AND,3.555555556,4.75,2.571428571,3,2.833333333,3,2,6,2
66502,Ambiguity,AND,3.222222222,4.625,3,4,4,6,5,6,5
65741,Ambiguity,AND,2.444444444,5.875,2,3.166666667,3.166666667,6,5,4,4
66815,Ambiguity,AND,3.555555556,3.375,2,2.5,3,5,3,3,3
65342,Ambiguity,AND,3.555555556,3.375,2.285714286,3.333333333,3.5,6,6,5,5
65891,Ambiguity,AND,2.222222222,5.5,2,2.666666667,1.666666667,6,6,3,3
66797,Ambiguity,AND,4.222222222,3.375,2.142857143,3.833333333,3.833333333,7,7,2,7
65705,Ambiguity,AND,2.444444444,5.25,3.857142857,3,2.833333333,3,3,2,3
65267,Ambiguity,AND,3.333333333,4,3,3.666666667,3.166666667,6,7,5,6
66428,Ambiguity,AND,3.666666667,4,2.285714286,2.833333333,2.666666667,6,6,5,5
65426,Ambiguity,AND,3.555555556,2.875,2.285714286,4,2.5,6,7,5,7
65304,Ambiguity,AND,3,5.125,2.571428571,2.833333333,4.666666667,3,1,4,1
66703,Ambiguity,AND,3.111111111,2.25,3,2.666666667,3,4,4,4,4
65866,Ambiguity,AND,2.888888889,4.625,2,3.833333333,2.833333333,5,5,5,3
65877,Ambiguity,AND,4.111111111,5.75,1,3.666666667,3.166666667,3,4,2,2
65846,Ambiguity,AND,2.666666667,4.625,2.285714286,3.333333333,2,6,6,6,6
66329,Ambiguity,AND,2.222222222,4.25,2.571428571,3,3,5,2,5,2
65971,Ambiguity,AND,4,2.75,4.428571429,4,3.166666667,6,7,7,5
66161,Ambiguity,AND,3.444444444,4,2.428571429,2.333333333,3.5,5,5,5,6
65929,Ambiguity,AND,3.444444444,5.125,2.571428571,2.333333333,3.166666667,5,4,4,4
65465,Ambiguity,AND,3.777777778,5,2,3.666666667,2.333333333,2,2,5,2
65653,Ambiguity,AND,3,5,2.571428571,3.666666667,3.833333333,5,5,5,5
66749,Ambiguity,AND,3,4.375,3.142857143,3.5,2.833333333,5,5,5,5
67249,Ambiguity,AND,2.333333333,5.25,1.714285714,2.166666667,2.5,2,2,3,3
66496,Ambiguity,AND,2.444444444,5,2.571428571,3.5,4.166666667,3,3,3,3
65746,Ambiguity,AND,3.666666667,5.625,2.857142857,3.666666667,4,2,2,1,2
66695,Ambiguity,AND,2.444444444,5.375,3,2.833333333,2.666666667,2,4,5,4
65673,Ambiguity,AND,3,3.25,2.857142857,2.833333333,3,2,3,2,2
66427,Ambiguity,AND,3.333333333,4.625,2.857142857,3.833333333,3.833333333,3,2,5,4
66067,Ambiguity,AND,3.666666667,3.75,2.571428571,3.5,4,2,4,6,6
66293,Ambiguity,AND,3.111111111,2.375,2.142857143,3.666666667,3.166666667,2,5,5,3
65235,Ambiguity,AND,2.555555556,4.625,2.428571429,3,2.5,5,4,5,5
66486,Ambiguity,AND,2.666666667,4.5,2.714285714,4.166666667,3.333333333,3,6,6,2
65367,Ambiguity,AND,4.555555556,2.875,2.285714286,3.833333333,2.833333333,6,6,6,6
66469,Ambiguity,AND,3.222222222,5,2.285714286,4,3.333333333,7,6,6,6
66685,Ambiguity,AND,4.222222222,3.875,3.142857143,4.166666667,4.333333333,6,5,4,5
66054,Ambiguity,AND,3.777777778,5.125,1.714285714,3.5,2.833333333,6,6,7,6
66950,Ambiguity,AND,3.222222222,5.125,2.285714286,2.666666667,3.833333333,6,6,6,5
67301,Ambiguity,AND,3.333333333,3,3.285714286,3.666666667,3.5,5,4,7,1
66023,Ambiguity,AND,2.888888889,5,2.571428571,3.333333333,3.166666667,6,6,5,4
65683,Ambiguity,AND,3.444444444,5.625,3.857142857,4,3.833333333,3,2,3,3
65870,Ambiguity,AND,2.888888889,4.375,2.714285714,3.833333333,2.333333333,6,7,6,6
65281,Ambiguity,AND,2.777777778,3.5,2.285714286,3.5,3.5,3,2,6,3
65944,Ambiguity,AND,3,4.375,2.714285714,3.166666667,3.333333333,6,2,6,6
66946,Ambiguity,AND,3.111111111,3,2.428571429,2.833333333,3.333333333,6,6,6,6
66540,Ambiguity,AND,2.222222222,3.625,2.285714286,3.333333333,3.333333333,5,4,4,4
67071,Ambiguity,AND,3.111111111,4.625,2.714285714,3,3.166666667,5,6,5,6
66808,Ambiguity,AND,4.333333333,4.375,3,3,3,7,2,2,6
67092,Ambiguity,AND,2.333333333,5.125,1.857142857,2.833333333,3.166666667,2,5,4,5
65489,Ambiguity,AND,3,3.375,3.285714286,3,2.833333333,5,3,3,4
66503,Ambiguity,AND,2.888888889,4.125,2.571428571,4,3.333333333,3,3,2,3
66164,Ambiguity,AND,2.666666667,3.5,2.142857143,2.166666667,2.333333333,5,6,3,5
67219,Ambiguity,AND,3,4.625,3.428571429,2.166666667,2.666666667,4,4,5,5
65164,Ambiguity,AND,2.666666667,4.375,2.857142857,2.833333333,1.666666667,6,6,6,6
66497,Ambiguity,AND,3.555555556,3.125,2.857142857,3.333333333,3,3,3,3,5
66998,Ambiguity,AND,2.666666667,4.5,2.571428571,3.333333333,2.166666667,3,2,3,2
66633,Ambiguity,AND,2.444444444,3.625,3,3.166666667,2.666666667,3,5,6,5
66667,Ambiguity,AND,3.444444444,4.125,3.428571429,3.333333333,2.833333333,4,5,5,5
67046,Ambiguity,AND,3.444444444,4.875,2.142857143,2.5,3.166666667,5,5,5,5
66949,Ambiguity,AND,3.222222222,3.125,3.428571429,3,2.833333333,3,3,3,3
66271,Ambiguity,AND,4,5.5,2,4.333333333,2.833333333,4,4,6,5
