q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20
1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1
0.67,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0
0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1
0,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1
1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1
0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1
1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
0,1,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0
1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0.88,1,0,1
1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1
1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1
0,0,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1
1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1
0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1
0,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1
0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,1
1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,1,0,1,0,1
0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1
0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1,1,0,0
1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1
0,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,1,0,1
0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1
1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0
0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1
1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1
1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1
1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0
0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1
0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1
0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1
1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,1,1,1,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1
0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0
0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1
1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1
1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1
1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1
1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1
0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1
1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1
0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0
1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0
1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1
1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1
1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1
0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1
1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1
1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0
1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,1,1,1
0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1
0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1
1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1
1,1,1,1,1,1,1,1,1,1,1,0.87,1,1,0,1,1,1,1,1
0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0
1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1
1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1
1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1
0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1
0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,0
0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,0
1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0
1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,0
0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1
0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1
1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1
0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0
0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1
1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1
1,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0
0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0
0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0
1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1
1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1
1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1
1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0
1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0
0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1
0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0
1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1
0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0
1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,1,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1
1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1
0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1
1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1
1,1,0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1
0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1
0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1
1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
1,1,1,1,1,0,1,1,1,0,1,0.87,1,0,0,1,1,0,0,1
0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1
1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1
0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1
1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1
1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1
0,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,0
1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0
0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1
0,1,1,1,1,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1
1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1
0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1
1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1
1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1
1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0.55,1
1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1
0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1
0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1
1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0
1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1
1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1
1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,1
0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,1
0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1
1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1
1,1,1,1,0,1,1,1,1,0.77,1,1,1,1,0,1,1,0,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1
1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1
1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1
1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0
1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0
1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1
0,1,1,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1
1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1
1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1
1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,1,0,0
1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1
0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1
0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0
0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1
0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0,0
0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1
0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1
1,1,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1,0,1
1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,1
1,1,1,0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0
0,1,1,1,0,1,1,1,1,0.77,1,1,1,1,0.41,1,1,1,1,1
0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1
1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1
1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1
0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1
1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
0,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1
0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,1,0,1,0,1
1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1
0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,1
0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
0,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0
1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,0,1
1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
0,1,1,1,1,0,1,0,1,0,0,1,1,1,0,1,1,1,1,0
0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0
0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1
1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1
1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1
0,1,1,1,0,1,0,1,1,0,1,0.87,0,1,0,1,1,1,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
0,1,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0
0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
0,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1
1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1
1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1
1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1
1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,1,1,1,1,0
0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1
1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1
1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
0,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1
1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1
1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0
0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,1
0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1
0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1
1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,1,1,1
1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1
1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1
0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0
1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0
1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1
1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1
0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1
1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1
